"","date","rides"
"540331",2001-03-17,941
"540452",2004-02-28,1488
"540482",2015-08-25,8468
"540699",2013-03-10,1722
"540777",2005-01-12,6452
"540821",2010-01-20,6041
"540871",2015-12-31,1835
"541014",2008-11-07,6313
"541623",2005-11-26,1107
"542057",2011-04-04,6492
"542181",2001-09-30,1022
"542184",2017-01-13,7047
"542225",2011-06-06,3722
"542509",2015-08-22,3773
"542560",2004-02-04,6160
"542578",2014-02-12,7541
"542675",2008-05-13,2875
"542686",2003-01-14,6334
"542804",2012-05-14,3478
"542951",2003-08-02,1320
"543060",2009-06-08,2768
"543119",2016-06-18,1910
"543574",2016-12-18,813
"543924",2014-01-25,2183
"544198",2009-05-04,4486
"544292",2007-02-09,5128
"544425",2011-08-11,3218
"544805",2001-08-22,6220
"544824",2014-04-22,7293
"544913",2015-07-05,1254
"545163",2006-12-22,2011
"545320",2013-10-18,7780
"545372",2014-04-11,7251
"545479",2007-11-17,2250
"545656",2005-06-10,3325
"545715",2015-02-01,1183
"545898",2004-12-23,1578
"546067",2014-09-27,2510
"546102",2012-03-04,1657
"546128",2001-04-10,4296
"546383",2010-08-12,2707
"546446",2008-06-24,3811
"546733",2002-11-25,6518
"546757",2016-06-24,3554
"546850",2001-12-21,2238
"547103",2001-05-30,2832
"547192",2015-08-03,3188
"547207",2006-04-16,809
"547254",2011-06-16,4050
"547256",2015-10-19,8362
"547284",2004-04-24,1648
"547307",2006-04-15,1678
"547339",2004-02-29,1008
"547372",2011-03-22,3030
"547402",2011-03-26,1636
"547592",2012-07-21,1867
"547699",2017-06-04,1264
"547812",2015-03-26,3092
"548075",2015-02-14,1984
"548183",2004-06-14,3301
"548255",2008-05-25,931
"548485",2017-04-05,7066
"548547",2009-02-21,1708
"548584",2015-12-17,3276
"548628",2008-10-19,1646
"548690",2004-06-24,3352
"548722",2011-07-15,4050
"548859",2016-04-27,7195
"548956",2007-09-05,6805
"548970",2001-12-08,1202
"549681",2015-11-06,8179
"549699",2016-09-08,8677
"549803",2004-04-29,5473
"549812",2001-08-29,6509
"549844",2017-11-22,6517
"549957",2007-08-07,2256
"550080",2016-02-26,7200
"550166",2015-11-28,1386
"550448",2008-02-03,1020
"550508",2013-05-18,1963
"550514",2003-07-27,729
"550548",2001-12-28,1626
"550623",2011-02-20,1385
"550729",2013-03-06,7334
"550858",2006-02-18,1314
"551043",2009-04-14,5579
"551600",2001-08-24,5747
"551648",2016-06-01,3393
"551881",2017-08-22,3302
"552113",2017-09-28,8712
"552129",2009-01-21,6132
"552424",2016-03-31,7269
"552480",2010-11-14,1811
"552676",2012-11-30,7611
"552854",2016-04-29,6980
"553013",2003-07-06,859
"553044",2010-03-20,1285
"553143",2011-03-11,6679
"553321",2001-11-13,5709
"553601",2005-01-30,888
"553634",2001-05-02,3518
"553787",2013-12-21,1519
"553865",2016-03-19,2084
"554305",2014-05-08,5724
"554357",2005-04-05,6108
"554504",2007-04-14,1768
"554532",2015-11-18,8164
"554570",2012-02-29,7434
"554607",2002-10-31,6720
"554614",2007-07-30,2417
"554690",2001-11-03,1662
"555036",2007-07-31,2474
"555037",2009-09-13,801
"555182",2012-06-27,4235
"555206",2004-01-25,822
"555502",2007-08-18,1099
"555508",2013-11-20,8387
"555512",2012-05-31,3850
"555527",2014-03-13,7575
"555635",2013-11-01,7832
"555721",2009-12-30,1531
"555934",2013-06-08,2210
"555963",2010-10-23,2654
"555980",2005-01-13,6221
"556129",2010-09-07,7668
"556332",2004-11-04,6712
"556365",2011-08-30,8035
"556458",2014-12-23,2005
"556463",2004-09-11,1839
"556962",2005-06-20,4192
"557017",2006-02-11,1814
"557138",2001-09-12,5903
"557179",2005-04-20,5776
"557273",2006-03-04,1629
"557371",2016-01-22,7438
"557543",2004-05-20,2437
"557564",2004-04-11,701
"557608",2002-03-25,5038
"557926",2005-06-03,3306
"558234",2008-11-19,6592
"558510",2011-09-20,8158
"558620",2004-10-29,6452
"558750",2008-10-16,7183
"558949",2014-05-21,3626
"559092",2003-05-05,3777
"559436",2010-02-10,5900
"559445",2009-06-16,3524
"559566",2011-05-31,2312
"559599",2011-09-28,7783
"559769",2006-04-11,6289
"559834",2008-01-11,2668
"559938",2013-06-19,3950
"560015",2008-04-29,5582
"560107",2016-08-07,1119
"560262",2012-09-14,7865
"560521",2008-08-04,3206
"560554",2016-03-18,6979
"560616",2010-07-07,3666
"560624",2006-11-27,5819
"560786",2007-05-22,2440
"561096",2002-12-30,1835
"561146",2015-06-03,3454
"561195",2006-09-09,2100
"561273",2010-06-08,2983
"561467",2008-07-17,3692
"562025",2006-10-22,4116
"562074",2017-02-09,7184
"562097",2008-09-19,6942
"562222",2016-06-21,4011
"562360",2011-08-04,3704
"562459",2005-03-13,970
"562951",2001-01-16,4774
"562963",2008-11-09,1432
"563016",2003-12-30,1906
"563189",2006-04-01,2536
"563517",2012-05-03,5699
"563563",2006-01-24,6646
"563627",2012-06-19,3972
"563813",2010-08-17,2802
"563974",2008-08-14,2717
"563975",2011-05-08,1224
"564027",2017-09-06,8851
"564441",2006-05-23,2811
"564463",2009-07-14,3174
"564576",2004-05-12,2663
"564678",2012-06-28,4016
"564689",2015-01-06,2624
"564721",2003-03-14,5790
"564774",2007-05-25,2453
"564776",2014-09-04,7885
"564964",2017-05-03,5770
"565217",2014-11-16,1524
"565337",2010-12-06,5157
"565711",2002-09-07,1773
"565867",2005-06-22,4120
"566956",2001-05-27,451
"567149",2001-12-24,717
"567227",2001-02-11,612
"567301",2008-06-27,3626
"567328",2009-01-26,5941
"567353",2012-04-06,6331
"567471",2017-06-09,3660
"567544",2010-11-05,6884
"567638",2016-03-08,7543
"567871",2007-07-08,856
"568172",2002-08-21,3183
"568420",2015-01-01,903
"568441",2017-08-04,3604
"568578",2002-07-16,3621
"568583",2002-08-27,7218
"568630",2012-12-04,7453
"568755",2002-04-21,866
"568776",2013-03-29,2842
"569024",2009-04-17,5616
"569107",2003-01-19,859
"569180",2013-01-08,3133
"569607",2010-12-19,931
"569696",2014-11-06,7755
"569744",2013-08-08,3535
"569829",2001-07-04,911
"570001",2010-06-20,948
"570445",2007-09-28,6528
"570540",2015-09-20,1984
"570549",2005-04-03,1156
"570834",2017-01-26,7399
"570868",2014-08-26,8211
"570948",2007-02-24,1385
"571100",2002-01-14,5918
"571138",2006-11-13,6045
"571148",2012-01-15,1559
"571162",2014-09-26,7808
"571164",2013-07-27,2185
"571272",2014-03-27,3273
"571540",2004-12-25,259
"571585",2011-02-10,6793
"572064",2014-05-09,5768
"572297",2005-09-21,7409
"572516",2016-08-05,3269
"572878",2016-08-27,2897
"572880",2005-10-08,2050
"572914",2003-12-18,2423
"573119",2011-06-03,3549
"573504",2014-11-29,1350
"573624",2013-08-23,4649
"573713",2016-08-29,8365
"573831",2012-12-24,996
"573852",2014-03-22,2139
"573893",2005-03-03,5930
"574294",2005-07-29,2711
"574656",2001-12-14,2480
"574723",2017-08-19,1603
"575022",2010-09-05,1751
"575353",2011-11-01,7644
"575808",2014-02-20,7594
"575939",2016-05-25,3359
"576194",2016-12-26,836
"576215",2004-03-10,6081
"576497",2006-04-27,6026
"576515",2001-06-07,3092
"576650",2002-01-22,5701
"576958",2008-02-29,5525
"576973",2016-09-23,8490
"577159",2005-08-18,3219
"577267",2005-04-22,5285
"577334",2002-07-30,3315
"577344",2002-01-26,1450
"577477",2013-09-09,7127
"577586",2009-09-09,6823
"577604",2003-07-25,3343
"577847",2002-03-20,2710
"577923",2003-06-04,3671
"578267",2007-05-31,3167
"578519",2011-05-26,3631
"578731",2009-08-30,1535
"578907",2012-12-29,1177
"579013",2009-06-01,2664
"579016",2014-04-25,7100
"579050",2001-11-30,5361
"579256",2010-08-13,2537
"579526",2014-10-09,7834
"579687",2016-08-25,8231
"579859",2016-08-03,3621
"580041",2014-03-05,7639
"580270",2003-11-15,1746
"580822",2008-08-21,3847
"580830",2011-11-08,7732
"580878",2016-07-17,1317
"580880",2004-07-23,3377
"581193",2008-08-30,1965
"581349",2005-04-13,6046
"581638",2011-06-01,2363
"581743",2014-04-07,7166
"581781",2015-10-17,2669
"582138",2010-02-18,5926
"582269",2002-08-30,6676
"582301",2011-11-22,7291
"582634",2008-06-26,3779
"583301",2010-05-14,2731
"583414",2008-04-19,1721
"583584",2005-05-12,2750
"583718",2016-03-03,7352
"583762",2011-08-20,2408
"584006",2007-10-18,6288
"584032",2005-01-06,2581
"584233",2015-10-28,8361
"584426",2006-12-27,1451
"584561",2008-09-10,7072
"584669",2004-10-22,6285
"584758",2009-08-16,921
"584766",2015-07-10,3956
"585009",2015-03-11,7010
"585093",2008-03-12,5681
"585329",2006-04-14,5763
"585486",2008-10-23,6930
"585654",2010-11-30,6641
"585740",2017-03-16,7315
"586018",2007-06-29,3177
"586467",2011-12-08,5766
"586565",2017-09-20,8724
"586924",2004-03-24,2574
"587101",2013-04-10,7009
"587148",2003-09-25,7205
"587274",2012-01-19,7296
"587447",2004-01-06,2152
"587696",2006-10-20,6403
"587748",2004-06-16,3535
"587759",2017-10-01,1710
"587890",2004-01-03,819
"588148",2012-05-21,2743
"588451",2006-03-20,2779
"588473",2004-05-26,2455
"588663",2008-02-05,5611
"588676",2009-11-22,1261
"588858",2012-09-17,8017
"589211",2008-06-12,3227
"589442",2010-05-20,2913
"589530",2015-04-13,6561
"590042",2017-09-02,2170
"590720",2001-09-25,6145
"590913",2015-02-19,5413
"591032",2015-08-13,2929
"591107",2016-12-24,823
"591236",2006-02-24,6053
"591249",2012-02-11,2384
"591315",2002-05-10,2525
"591767",2012-03-20,3635
"591823",2004-10-14,6978
"592027",2004-07-02,3315
"592101",2005-02-24,6049
"592167",2009-01-17,1505
"592633",2013-05-17,3553
"592669",2008-05-04,1129
"592786",2005-07-30,1365
"592824",2003-08-23,2161
"593442",2002-07-03,5240
"593480",2004-07-24,1113
"593691",2012-07-20,3996
"593729",2015-12-16,3460
"594016",2013-05-31,3628
"594093",2017-07-03,2475
"594340",2010-02-13,1820
"594354",2007-12-29,757
"594423",2015-11-24,8028
"594697",2001-10-18,6065
"594784",2009-03-13,5754
"594831",2007-03-30,2333
"595158",2006-02-22,6433
"595380",2013-01-26,2256
"595400",2001-01-10,4764
"595429",2012-06-02,2200
"595556",2010-10-17,1772
"595675",2006-05-09,3133
"595785",2007-06-24,977
"595861",2016-02-27,2361
"596500",2015-01-07,2020
"596568",2003-06-25,3560
"596717",2016-07-30,1826
"596848",2016-10-04,8115
"596864",2011-02-02,1084
"596870",2002-01-16,6042
"596966",2003-07-07,3384
"597016",2013-05-03,6700
"597068",2003-04-26,1598
"597396",2016-11-25,1486
"597581",2001-04-14,936
"597595",2013-09-19,6651
"597985",2001-08-30,6379
"598215",2003-07-12,1176
"598262",2004-05-07,4482
"598325",2010-02-23,6024
"598468",2010-01-19,6111
"598597",2005-04-07,5996
"598600",2003-12-24,1074
"598615",2011-01-14,6385
"598784",2009-10-26,6090
"599108",2006-06-17,1495
"599110",2017-04-28,6699
"599312",2001-08-20,5914
"599375",2006-11-29,6068
"599817",2002-07-04,990
"599955",2012-10-11,8223
"599957",2004-08-11,2535
"599974",2011-09-03,2543
"600255",2011-02-19,2419
"600473",2011-02-11,6603
"600488",2007-07-13,3272
"600687",2014-11-11,7100
"600971",2014-02-24,7131
"601091",2004-09-09,7123
"601442",2012-08-11,1732
"601564",2013-02-04,7211
"601694",2012-11-22,1058
"601714",2001-07-17,3169
"602088",2015-09-02,8556
"602227",2002-06-19,3553
"602260",2016-09-11,1773
"602769",2015-01-17,2138
"602915",2001-07-01,773
"602933",2015-01-26,7077
"602953",2008-11-01,2525
"602993",2006-06-19,3605
"603021",2015-11-08,2364
"603400",2008-04-23,6010
"603666",2009-02-20,5736
"603855",2010-01-02,654
"604198",2016-08-19,4008
"604205",2013-02-28,7293
"604417",2003-07-02,4069
"604689",2005-07-09,1254
"604691",2012-03-14,7058
"604713",2007-05-19,1289
"604886",2003-06-26,3477
"604908",2013-03-19,7236
"604956",2013-01-19,2351
"604972",2014-07-19,2991
"604975",2009-07-03,2032
"605016",2002-11-24,1085
"605321",2002-04-06,1676
"605380",2016-02-13,2110
"605386",2007-05-21,2305
"605395",2016-10-01,2284
"605496",2001-11-05,5629
"605604",2005-12-03,1717
"605937",2008-12-26,1030
"605996",2014-01-13,7760
"606013",2007-10-16,6331
"606100",2004-04-18,1172
"606293",2003-07-14,3591
"606318",2010-05-13,2544
"606707",2003-03-20,2758
"606759",2002-03-11,5256
"606822",2017-03-12,1440
"606849",2004-04-14,5968
"606923",2001-08-15,2909
"606975",2013-11-25,7519
"607019",2008-01-04,1998
"607027",2003-12-22,2012
"607085",2007-11-07,6169
"607161",2015-05-03,1549
"607178",2012-08-17,3306
"607204",2011-03-13,1627
"607269",2014-06-17,3887
"607417",2015-10-30,8376
"607688",2012-11-02,7930
"607790",2009-03-30,5467
"608097",2008-11-24,6128
"608113",2004-06-05,1160
"608200",2006-01-29,1115
"608229",2002-08-06,2650
"608426",2008-04-20,1336
"608458",2015-07-25,1528
"608644",2015-04-17,6869
"608682",2012-01-01,1071
"608758",2003-10-15,7455
"608863",2008-09-01,1357
"608866",2008-12-12,4365
"608957",2015-11-25,6881
"609261",2006-10-16,6415
"609457",2010-10-09,2647
"609482",2017-09-19,8550
"609939",2003-04-12,1786
"609971",2011-12-16,3266
"610133",2005-02-07,5826
"610371",2017-03-01,7374
"610486",2003-10-20,6738
"610830",2002-11-27,5981
"610934",2001-04-03,4223
"611192",2016-08-20,2153
"611287",2003-07-23,3683
"611533",2016-12-02,7667
"611699",2004-01-01,613
"611702",2006-08-20,940
"611877",2014-04-10,7341
"611953",2017-11-17,8020
"611989",2005-09-04,1365
"612011",2007-02-18,836
"612239",2007-07-26,2674
"612561",2012-04-05,7090
"612581",2008-02-23,1667
"612592",2013-04-02,7210
"612603",2008-09-16,6979
"612659",2016-02-23,7514
"612860",2009-12-16,2492
"612876",2009-05-06,4479
"612944",2012-04-21,2721
"612986",2001-03-13,2164
"613144",2015-05-21,3399
"613347",2010-12-22,2070
"613418",2006-10-29,1141
"613563",2001-03-24,1132
"613642",2017-06-30,3674
"613694",2003-09-20,1859
"613944",2014-01-08,3180
"614049",2001-09-26,6369
"614120",2011-08-18,4576
"614151",2013-08-03,2095
"614186",2016-04-26,7079
"614300",2003-11-14,6303
"614328",2015-02-27,6595
"614358",2014-09-22,8063
"614664",2012-02-13,7103
"614698",2015-04-09,6260
"614800",2012-08-09,3265
"615039",2016-03-07,7120
"615049",2003-06-20,3174
"615115",2016-11-21,7616
"615159",2009-07-18,1234
"615248",2012-09-10,8079
"615567",2017-10-19,8724
"615659",2016-04-05,7291
"615706",2015-02-12,6786
"615710",2003-01-25,1269
"615910",2001-04-15,526
"616010",2011-08-16,3851
"616195",2015-02-20,6398
"616397",2004-05-28,2387
"616400",2017-06-01,3629
"616457",2017-01-02,1035
"616567",2015-11-20,7964
"616760",2002-12-28,764
"616781",2006-05-16,2722
"616968",2010-04-27,5541
"617032",2010-12-16,2892
"617168",2003-11-03,6536
"617206",2017-01-19,7375
"617596",2003-09-30,7164
"617895",2006-11-26,851
"618328",2003-09-01,861
"618388",2004-08-24,6749
"618743",2009-08-29,2304
"618753",2015-11-03,7907
"618962",2008-06-18,3768
"619277",2007-04-16,5078
"619291",2009-11-26,652
"619367",2011-09-18,1833
"619446",2006-06-23,3665
"619477",2002-06-04,3314
"619486",2005-11-30,6476
"619582",2003-11-02,1077
"619606",2012-09-01,2287
"619816",2012-12-26,1348
"620086",2012-05-12,1643
"620096",2014-09-18,8439
"620109",2013-10-25,7935
"620118",2011-12-20,2726
"620314",2002-09-23,7270
"620366",2008-03-11,5598
"620403",2015-09-09,8587
"620416",2002-04-20,1497
"620502",2004-02-14,1533
"620664",2015-05-29,3284
"620778",2010-07-04,1177
"620834",2007-04-01,840
"620955",2013-08-09,3679
"621133",2014-10-27,7659
"621253",2006-12-23,798
"621379",2014-11-03,7549
"621421",2015-04-25,2128
"621561",2011-04-10,2016
"621917",2009-10-01,6597
"622163",2016-04-22,7019
"622386",2012-03-06,7516
"622449",2016-04-24,1673
"622512",2009-09-04,6455
"623000",2011-07-11,3976
"623024",2008-07-09,3951
"623083",2010-05-21,2817
"623086",2006-09-04,1120
"623243",2001-10-12,5696
"623455",2016-12-12,3441
"623458",2014-05-01,7147
"623494",2001-07-19,3041
"623591",2014-09-11,8320
"624167",2005-02-03,6342
"624232",2014-08-28,8018
"624617",2016-01-25,7545
"624662",2017-10-26,8537
"624983",2012-08-01,3614
"625092",2001-06-16,881
"625113",2005-07-18,3650
"625240",2012-08-16,3189
"625294",2011-01-04,2470
"625370",2010-03-18,6052
"625396",2016-06-22,3913
"625511",2004-10-15,6408
"625623",2010-09-04,2543
"625645",2002-12-21,878
"625708",2006-07-25,2756
"625798",2009-06-03,2764
"625816",2001-03-27,4364
"626053",2013-10-16,8155
"626264",2003-02-08,1378
"626833",2004-03-12,5326
"627282",2012-12-19,3246
"628162",2006-10-25,6563
"628275",2011-06-04,1716
"628360",2006-07-05,3669
"628375",2011-08-25,8213
"628514",2008-01-26,1607
"628730",2016-07-04,1194
"628877",2002-04-08,5021
"629121",2008-04-03,5748
"629417",2006-11-01,6387
"629569",2015-11-26,997
"629752",2015-09-13,1981
"629783",2015-02-08,1361
"629847",2002-09-01,998
"629933",2012-11-11,2126
"630265",2011-08-10,3129
"630446",2002-05-13,2381
"630652",2017-06-21,3924
"630849",2007-01-28,814
"630921",2017-03-30,6792
"631102",2009-06-14,1209
"631598",2016-09-22,8386
"631753",2006-05-12,2862
"631876",2015-11-15,1802
"631879",2004-02-20,5529
"632312",2017-11-05,1588
"632365",2013-06-13,3837
"632578",2013-05-09,5374
"632821",2007-03-29,2493
"633048",2012-09-09,1964
"633071",2017-04-04,7186
"633073",2011-04-03,1663
"633140",2009-01-04,697
"633273",2014-04-05,2528
"633416",2006-10-19,6726
"633704",2008-03-14,6394
"633748",2010-09-08,7959
"633864",2009-10-13,6558
"634034",2017-09-07,8861
"634284",2002-06-26,3607
"634340",2013-08-14,3420
"634592",2002-01-25,5368
"634847",2015-07-18,1582
"634852",2015-11-07,2950
"635182",2005-10-18,7088
"635306",2013-10-21,8039
"635652",2009-10-31,712
"635895",2003-08-19,2807
"635948",2015-06-12,3416
"636112",2015-06-24,3914
"636201",2009-04-19,1123
"636203",2015-08-09,1254
"636600",2016-05-13,3297
"636772",2004-04-21,5727
"636828",2016-11-03,8091
"636986",2007-10-08,5895
"637115",2007-03-28,2452
"637241",2011-06-11,1995
"637404",2017-03-21,3267
"637415",2011-07-18,4023
"637546",2011-01-18,6959
"637621",2002-03-21,2532
"637924",2001-03-07,4563
"637999",2017-07-11,4048
"638004",2014-10-06,7968
"638194",2011-03-21,3119
"638286",2005-06-12,947
"638352",2001-01-07,485
"638766",2012-12-14,5615
"638888",2015-04-08,6735
"639178",2008-10-01,6857
"639423",2003-12-15,2714
"639533",2001-07-22,625
"639687",2005-12-27,1603
"639968",2011-08-29,8025
"639976",2007-10-06,2194
"640320",2004-06-04,3257
"640361",2007-11-06,6190
"640453",2008-07-16,3670
"640480",2004-07-16,3491
"640627",2007-10-03,6485
"640650",2014-02-13,7596
"640668",2008-02-10,924
"640886",2002-08-03,1060
"640911",2014-12-25,370
"640918",2015-07-02,3707
"641138",2013-09-02,1593
"641201",2014-01-02,2223
"641451",2011-02-24,6832
"641765",2003-03-06,5827
"641812",2013-06-30,1820
"641829",2014-12-17,3237
"641952",2007-07-03,3771
"641969",2008-02-14,5884
"642126",2008-06-13,2839
"642187",2017-08-28,8657
"642234",2011-11-13,1861
"642275",2009-04-02,5776
"642300",2010-04-12,5522
"642803",2004-05-29,1110
"642878",2002-04-18,5468
"642950",2001-06-03,502
"643158",2013-08-30,7475
"643414",2006-06-25,1004
"643740",2007-06-23,1154
"643829",2015-03-21,2099
"643876",2009-03-04,5917
"643932",2004-06-25,3471
"644060",2001-02-09,4192
"644070",2011-06-28,4049
"644076",2006-06-14,3730
"644347",2001-12-09,661
"644525",2010-06-26,1611
"644668",2010-11-19,6722
"644824",2013-10-03,8261
"644961",2002-06-06,3628
"645167",2009-11-10,6298
"645626",2013-04-17,6933
"645695",2012-10-17,8011
"645746",2007-08-27,6091
"645841",2009-03-27,2917
"646005",2002-08-17,1114
"646012",2007-05-26,925
"646257",2015-05-05,4882
"646569",2015-07-01,3700
"646776",2006-02-23,6195
"646826",2004-09-03,6540
"646866",2014-02-21,7210
"646971",2014-12-21,952
"646986",2010-01-09,1040
"647030",2004-10-12,6957
"647216",2017-04-06,7117
"647278",2011-02-23,6898
"647293",2014-05-11,1384
"647497",2016-02-10,7407
"647584",2014-04-30,6985
"647652",2017-05-04,5155
"647842",2015-04-16,6502
"647963",2017-03-20,3176
"647994",2006-04-18,6088
"648095",2007-06-04,3109
"648112",2012-02-26,1676
"648124",2002-12-27,1514
"648156",2004-07-28,3006
"648261",2015-02-09,7057
"648316",2015-07-13,3703
"648517",2009-12-27,504
"648810",2005-06-26,1180
"648811",2008-12-14,939
"649335",2015-08-27,8273
"649340",2014-09-12,7767
"649357",2012-08-08,3332
"649394",2004-12-05,1084
"649520",2010-08-14,1326
"649619",2005-03-28,5397
"649629",2009-11-17,6119
"649752",2003-05-20,2502
"649814",2014-08-14,3316
"649867",2011-12-26,862
"649907",2008-06-28,1760
"649931",2014-05-31,1800
"649935",2001-01-26,4304
"650042",2003-08-18,2571
"650180",2008-06-22,1165
"650408",2005-03-24,2577
"650570",2013-10-20,2065
"651082",2002-12-25,349
"651185",2001-06-22,2671
"651297",2016-06-15,4027
"651323",2014-07-01,3702
"651557",2007-10-24,6476
"651582",2009-08-08,1329
"651681",2001-08-21,6053
"651705",2007-04-17,5191
"651782",2008-04-13,1194
"651783",2008-06-01,975
"651940",2004-07-13,3550
"652034",2011-01-16,1396
"652629",2012-11-07,8021
"652632",2009-09-01,7048
"652706",2007-08-11,887
"652825",2014-07-12,1591
"653332",2005-06-24,3357
"653376",2009-07-08,3659
"653749",2012-03-12,7149
"654067",2012-07-29,1380
"654253",2005-11-13,1140
"654389",2003-03-19,2775
"654454",2003-03-28,5626
"654485",2017-04-26,7091
"654544",2013-02-12,7257
"654550",2001-02-26,4344
"654577",2008-10-03,6717
"654600",2001-10-28,842
"654692",2002-02-02,1402
"654765",2006-11-06,6052
"654895",2009-02-06,5803
"655180",2004-12-26,472
"655298",2009-01-12,5858
"655489",2017-09-27,8717
"655513",2015-01-11,1234
"655524",2004-01-15,6231
"655573",2011-10-12,7936
"655591",2006-01-13,6017
"655666",2017-02-07,7306
"655973",2014-06-29,1872
"656112",2009-01-09,3007
"656169",2005-06-25,1416
"656205",2007-10-23,6389
"656220",2004-01-21,6223
"656504",2011-01-23,1301
"656672",2003-04-11,5599
"656815",2003-12-17,2592
"656982",2017-10-28,2353
"657441",2014-05-06,5407
"657452",2012-11-01,7900
"657637",2015-10-26,8158
"657684",2005-05-02,4238
"657736",2011-12-18,1128
"657778",2004-05-16,669
"658129",2013-08-31,2485
"658373",2012-03-30,6762
"658467",2003-08-01,2577
"658509",2006-03-17,5878
"658639",2013-05-15,3618
"658770",2008-01-30,5485
"659089",2006-04-28,6348
"659451",2005-06-08,3501
"659795",2009-10-03,767
"660004",2008-07-18,3398
"660080",2010-09-12,1851
"660103",2011-07-08,3985
"660362",2003-08-26,7305
"660377",2007-11-30,5866
"660382",2012-10-04,8155
"660534",2011-11-20,1831
"660588",2001-07-24,2588
"660714",2006-05-10,3118
"660817",2010-01-05,2195
"660842",2004-05-27,2411
"661029",2011-03-17,7074
"661262",2002-09-28,1881
"661523",2016-07-24,1145
"662053",2012-07-26,3955
"662242",2007-02-15,5433
"662293",2016-02-29,7281
"662365",2007-08-12,608
"662400",2016-01-01,978
"662450",2005-07-24,844
"662546",2011-01-25,7010
"662580",2016-06-23,3915
"662606",2017-08-10,3088
"662957",2013-12-18,3343
"663346",2003-07-09,3817
"663680",2006-08-13,774
"663755",2015-12-21,2465
"663843",2011-03-05,2243
"664119",2012-06-22,4049
"664302",2010-04-19,5645
"664431",2008-11-20,6662
"664568",2009-01-30,5625
"664632",2004-09-14,7095
"664648",2006-10-04,6680
"664777",2017-01-25,7491
"665338",2004-07-20,3525
"665487",2009-08-13,2449
"665496",2004-09-13,6974
"665743",2009-09-27,489
"665838",2016-12-19,2492
"665918",2013-03-16,3585
"666202",2010-03-07,1047
"666370",2006-09-12,6968
"666730",2006-08-29,7001
"667122",2014-04-09,7612
"667323",2011-08-28,2475
"667579",2003-11-26,5838
"667724",2009-08-05,3028
"667763",2012-02-15,7291
"667788",2015-08-15,1569
"667872",2002-05-29,2632
"667880",2009-10-23,5907
"668084",2012-07-10,4132
"668092",2010-05-29,1440
"668123",2013-10-07,8120
"668178",2013-10-28,7944
"668335",2010-08-05,3309
"668370",2010-05-09,930
"668428",2004-08-27,6595
"669322",2007-06-02,1238
"669576",2007-03-18,1027
"669762",2016-10-19,8544
"669796",2010-09-15,7490
"669999",2010-10-18,7309
"670005",2002-10-09,7370
"670294",2004-11-07,1076
"670613",2007-05-16,2586
"670634",2009-06-12,2832
"670823",2008-06-16,3581
"670837",2008-05-21,2842
"671349",2012-01-26,7370
"671430",2013-11-13,7650
"671591",2004-08-21,1854
"671837",2003-11-22,2149
"671986",2008-10-29,6775
"672014",2003-09-02,7466
"672087",2013-07-20,2076
"672096",2007-05-01,5263
"672119",2001-09-05,6461
"672154",2008-01-17,5751
"672373",2016-06-27,3784
"672656",2017-04-20,6938
"672746",2009-07-16,3410
"672802",2008-02-15,5519
"672890",2003-07-22,3613
"672941",2006-09-19,6834
"673057",2012-11-28,7752
"673198",2006-10-31,6521
"673204",2015-11-29,1335
"673233",2007-12-28,1377
"673284",2005-02-04,5985
"673384",2015-02-16,6294
"673573",2014-12-11,5430
"673666",2009-10-02,6215
"673877",2006-02-07,6359
"674053",2012-02-08,7339
"674120",2011-03-08,6992
"674174",2013-06-24,4208
"674379",2006-04-22,1980
"674426",2003-09-10,7475
"674622",2007-04-12,5134
"674658",2001-07-14,1062
"674668",2017-05-19,3391
"674735",2004-04-20,5529
"674913",2003-12-08,4659
"674942",2002-03-23,1137
"675086",2005-11-15,6682
"675102",2017-10-15,1826
"675107",2016-06-26,1339
"675165",2003-08-13,2534
"675294",2007-09-09,1408
"675736",2013-09-15,1850
"675759",2015-05-15,3131
"675809",2004-12-01,6329
"676043",2006-01-05,2676
"676063",2005-01-22,1283
"676204",2012-03-22,3721
"676416",2014-02-18,6304
"676446",2009-05-12,2773
"676456",2006-06-26,3642
"676750",2004-12-08,4936
"677044",2009-07-10,3336
"677262",2006-05-01,5345
"677387",2003-01-10,2578
"677510",2012-12-16,1370
"677549",2009-06-09,2825
"677739",2012-12-18,3306
"677858",2014-11-20,7519
"677969",2006-06-18,955
"677991",2002-05-21,2497
"678013",2012-10-06,3168
"678168",2003-10-10,6543
"678212",2010-10-16,3013
"678345",2005-06-06,3405
"678857",2007-03-24,1398
"679156",2017-08-02,3690
"679176",2004-06-06,871
"679268",2008-03-13,5877
"679293",2008-04-10,5575
"679367",2008-06-08,1202
"679468",2004-12-06,4592
"679473",2009-07-27,3158
"679642",2007-11-08,6231
"679756",2015-02-04,7520
"679838",2012-12-06,7507
"679949",2013-06-26,4217
"680066",2014-07-18,3784
"680080",2001-07-15,696
"680733",2016-11-13,1714
"680741",2013-10-23,8269
"680788",2012-11-18,1935
"680968",2001-01-27,954
"680983",2008-08-17,1085
"681109",2002-11-17,966
"681485",2016-07-07,3849
"681614",2003-07-29,2847
"681754",2008-09-25,6937
"681982",2013-08-21,4142
"682272",2011-09-23,7943
"682350",2001-05-10,2217
"682496",2003-07-08,3681
"682565",2016-03-05,2100
"682820",2016-10-23,1683
