"","date","rides"
"274615",2002-11-20,7023
"274876",2010-01-10,819
"274981",2013-10-01,7997
"275030",2017-10-04,8602
"275148",2005-09-22,7382
"275303",2012-05-19,1770
"275478",2007-02-25,841
"275494",2007-07-18,3448
"275573",2015-09-23,8489
"275628",2001-12-20,2361
"275670",2008-09-22,6788
"276116",2015-03-25,3217
"276487",2017-08-01,3465
"276531",2001-06-24,690
"276669",2003-02-11,6096
"276812",2011-06-24,3822
"277289",2008-06-25,3926
"277304",2015-10-31,2242
"277564",2017-10-18,8622
"277611",2008-12-28,661
"277663",2007-01-27,1508
"277763",2017-08-17,3363
"277944",2002-11-22,6243
"278416",2005-02-22,5896
"278426",2013-11-24,1845
"278600",2007-02-10,1360
"278899",2005-07-07,3512
"278994",2014-02-22,2616
"279028",2002-01-01,393
"279319",2002-10-15,7256
"279471",2007-01-08,2343
"279539",2016-06-10,3740
"279647",2007-08-21,2762
"279701",2002-03-13,5612
"279824",2017-07-01,1681
"280280",2016-03-14,7389
"280323",2011-09-10,3113
"280397",2017-06-28,3993
"280510",2015-03-08,1323
"280618",2006-07-01,1486
"280644",2011-03-03,6991
"280803",2001-06-04,2794
"281383",2008-03-28,2462
"281851",2004-11-06,1791
"281930",2015-02-21,2245
"282017",2011-03-06,1540
"282139",2004-05-03,4091
"282195",2005-01-27,6305
"282264",2015-06-21,1362
"282329",2008-12-20,1110
"282619",2003-12-28,536
"283013",2002-07-23,3501
"283204",2006-07-03,3239
"283380",2008-03-18,5672
"283625",2008-11-22,2250
"283698",2005-07-25,2702
"283741",2013-05-20,3615
"283958",2012-12-21,2876
"284412",2001-10-16,6029
"284579",2001-09-04,6333
"284748",2017-10-21,2548
"284787",2001-08-16,3061
"285050",2009-11-30,5773
"285142",2013-03-02,2504
"285408",2005-02-09,6251
"285675",2001-12-03,4149
"285875",2010-10-04,7310
"286013",2014-05-23,3685
"286070",2006-09-18,6747
"286124",2015-06-02,3459
"286459",2005-06-19,1604
"286464",2003-01-04,848
"286535",2016-09-04,1744
"286891",2013-01-06,996
"287020",2014-06-12,3522
"287142",2017-01-08,1033
"287174",2010-09-06,1418
"287333",2015-05-07,5395
"287520",2009-04-08,5834
"287633",2013-10-29,7956
"287674",2017-11-15,8219
"288272",2015-05-23,1582
"288876",2005-07-17,965
"288950",2008-06-09,2865
"289053",2008-05-28,2715
"289182",2010-09-13,7296
"289211",2013-08-18,1502
"289237",2002-04-19,4916
"289296",2016-12-06,5789
"289648",2009-05-25,753
"289843",2014-10-18,2596
"290171",2003-07-11,3567
"290263",2006-01-09,5960
"290415",2009-05-14,2608
"290565",2014-03-15,3860
"290584",2001-12-13,2520
"290629",2005-12-23,1857
"290742",2002-06-13,3423
"290821",2013-03-28,3166
"290941",2003-09-16,7328
"290950",2006-03-21,2689
"290990",2012-07-15,1503
"291028",2004-06-09,3502
"291164",2016-09-17,2361
"291528",2004-10-07,7063
"291672",2006-07-15,1294
"291726",2016-08-18,4046
"291776",2001-02-23,3996
"292171",2003-06-28,1195
"292547",2010-10-06,7647
"292599",2015-05-12,3446
"292715",2009-03-18,5961
"292987",2015-03-10,6717
"293048",2014-08-23,2634
"293220",2001-01-28,539
"293293",2017-10-05,8557
"293385",2017-07-09,1329
"293644",2009-03-10,5784
"293672",2003-05-12,2795
"293719",2014-04-19,2278
"293767",2006-10-08,1334
"293984",2005-03-21,2525
"294087",2001-10-27,1441
"294134",2002-02-27,5003
"294390",2014-08-12,3244
"294538",2003-12-20,968
"294626",2011-06-02,3561
"294669",2011-09-17,3063
"294688",2016-08-12,2824
"294797",2003-04-01,5994
"294854",2014-04-08,7177
"294963",2009-11-18,6141
"295198",2017-07-29,1590
"295299",2003-08-31,1048
"295547",2008-06-05,3191
"295709",2002-06-28,3386
"295757",2003-09-04,7499
"295804",2017-03-17,6895
"295828",2004-06-18,3098
"295829",2004-04-17,1822
"295916",2011-11-19,3240
"296001",2009-08-17,2388
"296075",2009-11-02,6054
"296091",2005-02-16,6123
"296212",2006-07-27,2681
"296384",2007-07-29,864
"296506",2007-12-10,4245
"297041",2002-12-24,1127
"297080",2017-06-17,1673
"297103",2010-05-10,2735
"297107",2002-07-24,3462
"297565",2013-09-25,8149
"297786",2012-06-12,4146
"297860",2014-06-22,1599
"297879",2017-02-21,7437
"297896",2001-11-21,5336
"298026",2002-11-23,1961
"298096",2004-10-05,6882
"298178",2017-08-29,8567
"298366",2005-08-05,2547
"298545",2003-03-05,6236
"298703",2001-05-20,544
"298733",2005-10-26,6905
"298945",2005-10-09,4769
"299101",2009-05-18,2764
"299155",2012-02-23,7069
"299211",2008-09-11,6920
"299311",2015-06-06,1716
"299466",2009-01-15,5186
"299569",2010-05-03,4549
"299645",2010-10-15,7224
"299700",2005-03-27,715
"299797",2007-11-21,5205
"299843",2008-01-15,5713
"300079",2013-04-15,6805
"300393",2010-05-04,4351
"300431",2007-05-09,4130
"300759",2008-09-04,6891
"300769",2016-01-04,2789
"301071",2009-04-24,5538
"301295",2001-12-27,1517
"302051",2017-03-13,6867
"302110",2003-08-30,1648
"302331",2017-07-22,1705
"302511",2003-03-04,6198
"302581",2011-03-30,6041
"302747",2012-10-28,1831
"302773",2013-03-03,1644
"302913",2001-07-23,2462
"302986",2017-11-25,1399
"303035",2006-01-28,1636
"303038",2005-10-02,1284
"303065",2006-07-17,3720
"303125",2004-03-11,5795
"303185",2015-11-27,1394
"303212",2005-03-11,5646
"303254",2010-07-21,3770
"303271",2008-03-25,2547
"303315",2013-09-18,6960
"303340",2013-01-28,7247
"303350",2007-11-13,6121
"303464",2008-01-13,784
"303611",2001-02-16,4139
"303626",2013-11-30,1494
"303712",2015-04-01,6827
"303736",2008-02-28,5753
"303920",2008-11-08,2328
"304246",2011-05-28,1630
"304712",2006-04-08,2170
"304720",2013-07-07,1601
"304876",2013-08-24,3481
"305096",2017-11-28,7942
"305234",2012-07-30,3499
"305495",2009-09-03,6919
"305542",2003-06-06,3512
"305705",2012-06-11,3990
"305718",2011-07-01,3660
"305949",2013-07-17,4353
"306058",2009-08-18,2675
"306064",2011-09-14,8205
"306235",2017-06-03,1640
"306282",2010-06-01,3065
"306475",2014-10-26,1665
"306514",2002-10-24,6807
"306526",2010-08-15,1060
"306563",2008-10-21,6737
"306597",2004-01-13,6153
"306773",2010-09-17,7480
"306774",2017-06-12,3820
"307041",2003-12-05,5938
"307087",2010-11-09,7299
"307240",2008-08-28,7127
"307446",2005-06-15,3665
"307514",2011-08-13,1550
"307540",2005-04-29,5658
"307917",2007-07-04,1149
"308670",2010-05-16,971
"308868",2009-10-11,4843
"308929",2009-04-07,5724
"309178",2012-08-23,4435
"309208",2007-10-20,2023
"309269",2010-04-29,5806
"309533",2008-06-11,2893
"309950",2013-04-12,7297
"309992",2003-04-03,5997
"310289",2010-03-09,5831
"310380",2008-09-24,7057
"310386",2010-04-22,5754
"310610",2010-03-19,5451
"310719",2005-02-20,911
"310735",2008-07-31,3419
"310737",2006-03-31,6120
"311000",2016-12-11,1160
"311335",2004-04-05,5556
"311364",2001-05-28,464
"311442",2006-04-05,6504
"311539",2012-09-29,3168
"311540",2005-09-26,7051
"311571",2008-08-01,3475
"311880",2002-11-01,6311
"311946",2015-04-22,6791
"312199",2016-05-09,3406
"313051",2002-09-25,7641
"313307",2012-08-03,3727
"313673",2009-08-28,6573
"313962",2004-07-15,3752
"314059",2013-02-11,7208
"314212",2011-04-20,6678
"314322",2002-05-03,4210
"314326",2004-04-07,5934
"314329",2010-08-11,2644
"314585",2004-05-10,2652
"314646",2005-02-13,852
"314730",2001-07-21,973
"314755",2004-10-20,6855
"314925",2012-05-09,3661
"315015",2016-04-28,6989
"315123",2014-01-27,4242
"315244",2014-11-10,7556
"315366",2005-10-30,1269
"315449",2011-04-23,1967
"315493",2013-04-14,2130
"315777",2010-08-10,2698
"315793",2007-12-07,5825
"316055",2005-10-22,1947
"316322",2008-08-26,6828
"316340",2002-09-18,7461
"316447",2017-10-12,8604
"316737",2004-09-29,6848
"317126",2013-01-14,6906
"317144",2009-12-12,485
"317177",2007-01-06,1006
"317793",2015-06-30,3720
"317961",2011-09-06,7784
"318148",2013-02-21,7285
"318183",2002-09-08,1236
"318185",2012-06-10,1701
"318404",2016-01-13,7631
"318422",2011-11-27,1270
"318479",2003-03-29,2060
"318490",2004-06-20,933
"318496",2007-11-12,5606
"319271",2012-11-12,7487
"319365",2009-03-24,2745
"319462",2017-10-08,6659
"319511",2010-04-21,5701
"319647",2001-10-14,944
"320456",2012-02-28,7109
"320679",2003-12-21,647
"320851",2004-02-05,5962
"320863",2013-01-20,1610
"320938",2006-06-04,929
"320950",2007-10-07,4230
"320956",2007-01-02,1623
"320983",2009-02-17,5953
"321124",2017-08-12,1556
"321138",2002-04-25,5231
"321281",2004-12-27,1199
"321864",2007-06-27,3414
"321924",2009-05-23,1014
"321946",2008-08-18,2806
"321974",2017-10-27,7771
"322008",2014-01-19,1673
"322047",2015-10-01,8474
"322064",2006-11-19,1180
"322452",2012-01-03,2497
"322453",2017-11-09,8380
"322486",2003-01-24,5648
"322852",2010-02-02,5914
"322873",2017-05-23,3561
"323118",2017-06-19,3707
"323292",2001-08-07,2472
"323529",2017-10-25,8613
"323558",2010-04-13,5761
"323639",2013-08-11,1507
"323681",2001-08-08,2397
"323826",2009-01-24,1670
"323969",2004-06-12,1246
"324110",2017-09-22,8159
"324650",2008-10-08,7047
"324766",2015-11-05,8373
"324880",2008-11-23,1272
"324895",2012-06-09,2160
"325045",2014-08-07,3597
"325105",2002-07-07,966
"325120",2011-12-19,2866
"325126",2016-12-23,1677
"325143",2013-07-05,2885
"325237",2010-09-19,1694
"325317",2007-01-31,5656
"325394",2013-07-28,1560
"325414",2007-03-22,5290
"325540",2001-07-11,3401
"325620",2003-10-24,6545
"325957",2009-09-26,880
"325959",2015-11-09,7926
"326172",2002-07-13,1237
"326280",2010-03-31,5677
"326426",2006-03-19,987
"326467",2002-03-14,5620
"326561",2007-12-05,5957
"326774",2005-01-23,941
"326840",2014-01-29,7383
"326875",2005-12-22,2245
"326902",2005-03-09,6057
"327256",2015-12-25,399
"327321",2004-02-10,5964
"327359",2006-04-30,1131
"327437",2006-04-04,6492
"327785",2001-01-09,4676
"327820",2005-09-25,1311
"327824",2009-02-22,1113
"327876",2008-03-30,1081
"327885",2014-12-10,5956
"327901",2010-04-06,5617
"327963",2016-01-28,7510
"328039",2007-12-22,926
"328065",2008-08-06,3161
"328249",2004-12-02,6206
"328319",2010-10-07,7433
"328387",2015-10-29,8365
"328422",2009-05-09,1371
"328566",2007-12-13,4872
"328912",2007-07-12,3503
"328934",2008-03-06,5815
"329163",2011-05-12,3370
"329182",2005-04-21,5741
"329557",2016-05-11,3649
"329621",2001-04-24,4171
"329650",2013-01-07,2998
"329859",2005-04-27,5807
"329868",2001-01-24,4785
"329901",2007-01-18,5766
"330011",2005-10-04,7056
"330041",2011-10-01,2895
"330042",2010-12-23,1661
"330175",2002-11-15,6071
"330215",2009-06-25,3221
"330723",2002-01-20,800
"330765",2002-05-04,1506
"330854",2015-09-11,8328
"330946",2001-05-09,2324
"331175",2010-09-25,2678
"331211",2007-10-28,1137
"331423",2010-07-06,3119
"331515",2007-04-06,4600
"331578",2009-02-04,5942
"331612",2014-11-05,7936
"331717",2014-01-12,1611
"331770",2009-11-15,1148
"331790",2014-08-01,3599
"331866",2001-05-15,2238
"332214",2008-09-02,6980
"332307",2002-05-02,4470
"332390",2014-12-19,2782
"332454",2002-03-10,803
"332522",2010-12-12,1025
"332691",2015-05-19,3427
"332813",2011-10-06,8010
"332856",2014-11-09,2085
"332866",2003-05-27,2486
"333036",2011-07-24,1306
"333140",2010-05-24,2842
"333309",2008-01-03,1853
"333608",2005-11-22,6728
"334358",2002-08-28,7463
"334665",2005-04-09,1777
"334761",2009-07-15,3314
"334831",2005-11-05,1782
"334972",2001-10-04,6178
"335010",2016-03-01,7393
"335215",2003-01-06,2528
"335370",2001-05-19,999
"335423",2017-02-20,6655
"335527",2013-06-25,3982
"335552",2008-03-29,1352
"335630",2003-03-02,883
"335697",2003-04-16,6141
"335709",2004-03-15,5551
"335937",2005-03-26,1161
"335968",2006-05-04,5320
"336035",2013-06-11,3742
"336115",2009-02-19,5724
"336172",2014-03-04,7447
"336259",2013-07-26,3934
"336268",2016-03-28,6798
"336962",2002-07-02,4359
"337701",2002-04-27,1341
"337714",2015-07-03,1925
"337914",2016-02-21,1610
"338243",2002-06-15,1165
"338316",2014-09-03,8354
"338592",2012-07-02,3894
"338658",2002-12-13,4986
"338694",2012-02-01,7587
"338946",2008-02-16,1857
"339024",2014-08-18,3355
"339052",2011-11-03,7630
"339061",2006-12-11,4368
"339248",2011-07-13,4444
"339466",2014-03-12,7302
"340038",2011-09-02,7707
"340105",2015-12-24,1038
"340162",2005-04-02,2319
"340222",2013-08-19,3457
"340234",2001-02-28,4535
"340310",2011-05-13,3256
"340359",2016-08-26,8544
"340395",2001-12-11,2638
"340404",2012-04-12,6961
"340495",2003-08-17,822
"340562",2016-02-11,7301
"340601",2006-12-03,997
"341137",2014-02-25,7287
"341300",2004-11-03,6702
"341419",2003-06-27,3623
"341557",2011-11-30,7489
"341769",2016-10-27,8300
"341849",2014-08-15,3176
"341929",2006-09-07,7258
"341932",2017-08-14,3208
"342056",2010-06-16,3530
"342068",2002-06-18,3512
"342183",2013-07-29,3951
"342278",2005-05-29,810
"342341",2004-12-14,2691
"342346",2015-08-18,3307
"342410",2003-09-13,1751
"342487",2002-12-03,6381
"342513",2009-10-24,797
"342642",2011-10-31,7499
"342647",2016-11-18,8045
"342675",2014-12-13,2134
"342676",2004-07-12,3485
"342681",2010-06-15,3436
"342683",2013-12-28,1281
"342734",2014-02-19,6067
"342786",2013-09-13,7245
"343258",2002-05-27,637
"343281",2005-08-28,1687
"343354",2002-06-30,1083
"343426",2003-12-10,4866
"343446",2007-12-06,5699
"343597",2010-10-05,7413
"343625",2010-11-02,7152
"343674",2009-03-08,1030
"343842",2007-04-15,1089
"343859",2002-05-11,977
"343934",2005-10-07,6485
"343936",2014-08-17,1958
"343991",2009-01-14,6255
"344146",2008-07-22,3572
"344185",2014-09-15,8098
"344253",2016-08-14,1207
"344320",2012-06-21,4175
"344387",2011-08-02,3580
"344650",2007-06-21,3381
"345081",2011-08-01,3607
"345316",2012-01-14,2187
"345383",2010-11-21,1725
"345679",2010-12-02,6701
"345693",2009-10-29,6370
"346013",2016-10-21,8044
"346304",2015-08-08,1514
"346527",2015-02-03,7587
"346971",2014-05-10,2168
"347062",2004-11-08,6372
"347086",2008-11-02,1445
"347113",2012-05-16,3342
"347172",2009-02-07,2200
"347517",2012-09-19,8264
"347519",2006-07-14,3538
"347832",2013-03-24,1374
"348007",2012-06-15,4197
"348031",2005-12-14,2989
"348052",2004-08-28,1613
"348147",2015-02-15,1220
"348266",2009-06-23,3326
"348332",2010-06-27,1242
"348462",2006-12-02,1760
"348680",2015-10-09,8529
"348712",2001-07-03,4093
"349365",2008-07-02,3818
"349452",2001-12-06,4562
"349547",2003-10-25,1921
"349656",2002-02-01,5396
"349785",2001-04-28,993
"349909",2014-01-05,871
"350233",2015-12-23,1983
"350401",2001-02-17,972
"350489",2001-01-25,4717
"350641",2016-05-30,1226
"350655",2015-06-15,3727
"350900",2009-10-16,6138
"350950",2012-06-01,3725
"351207",2015-09-01,8486
"351292",2003-05-11,708
"351409",2015-10-22,8394
"351424",2017-02-12,1475
"351512",2006-01-02,801
"351770",2005-05-15,721
"351842",2004-11-25,617
"351999",2010-06-23,3441
"352144",2015-11-13,8049
"352178",2010-11-23,6862
"352245",2005-08-09,2521
"352338",2016-08-06,1513
"352405",2001-06-28,3193
"352641",2014-03-21,6982
"352765",2007-07-24,2616
"352812",2005-06-29,3926
"352820",2011-06-15,4248
"352935",2015-04-23,6607
"353072",2012-05-13,1177
"353219",2003-05-07,4560
"353285",2012-03-19,3485
"353290",2007-01-23,5946
"353304",2009-01-11,955
"353415",2005-10-29,1793
"353542",2005-04-17,1113
"353816",2016-03-21,3152
"353875",2002-10-08,7153
"353897",2005-08-31,7281
"354307",2009-04-04,2208
"354456",2008-06-02,2875
"354498",2016-03-25,2849
"354540",2001-04-25,4333
"354670",2013-06-18,4017
"354771",2007-01-03,2155
"354984",2006-03-30,5996
"355095",2011-03-23,3222
"355097",2017-05-30,3425
"355098",2012-01-27,7240
"355305",2012-05-26,1905
"355396",2016-07-12,3885
"355635",2015-07-06,3561
"355807",2013-05-08,5891
"355886",2001-09-23,822
"355915",2012-11-27,7469
"355985",2002-09-17,7286
"356030",2012-02-09,7382
"356274",2009-04-29,5573
"356341",2007-08-13,2100
"356413",2017-05-25,3510
"356748",2009-08-21,3668
"356890",2005-02-01,6162
"357032",2007-11-05,5929
"357302",2014-09-29,7779
"357376",2010-03-29,5388
"357492",2008-04-18,5501
"357526",2014-10-23,7790
"357560",2015-04-10,6589
"357598",2003-03-26,6196
"357676",2001-04-22,711
"357866",2009-12-13,397
"357874",2002-09-19,7466
"357948",2002-04-14,1188
"357971",2017-11-16,8057
"357999",2017-02-10,6971
"358117",2011-09-29,7739
"358258",2001-10-01,5950
"358288",2006-01-04,2649
"358340",2014-06-26,4107
"358499",2010-12-28,1547
"358566",2005-08-10,2597
"358698",2014-07-11,3793
"358817",2003-11-21,6229
"358856",2006-11-20,5953
"359092",2012-10-27,3240
"359128",2001-10-29,5847
"359394",2013-01-09,3389
"359659",2007-12-23,527
"359697",2016-05-05,5562
"359865",2001-08-26,1171
"360045",2013-02-13,7505
"360048",2004-06-11,3135
"360128",2006-08-06,999
"360581",2011-12-27,1597
"360585",2003-08-28,7099
"360587",2017-06-15,3751
"360721",2009-07-09,3629
"360740",2001-11-12,5434
"360857",2015-05-28,3489
"360986",2008-09-03,7237
"361045",2002-01-19,1241
"361084",2010-04-18,1245
"361159",2012-09-11,8158
"361288",2011-12-25,399
"361369",2004-12-31,1319
"361481",2002-05-05,831
"361836",2005-08-27,2438
"362126",2008-10-09,6963
"362310",2002-03-07,5505
"362463",2013-06-17,3842
"362749",2006-08-21,2638
"362882",2013-12-12,5603
"362921",2009-02-10,6081
"363172",2003-11-20,6750
"363330",2007-04-29,1053
"363400",2016-12-21,2612
"363442",2013-01-03,2335
"363472",2005-03-05,1617
"363579",2006-07-13,3746
"363906",2016-07-25,3552
"364139",2017-11-06,8219
"364449",2003-01-03,2035
"364491",2004-03-01,5665
"364612",2007-09-16,1280
"364689",2017-07-16,1247
"364809",2003-02-12,6165
"364924",2012-04-02,6884
"365050",2012-05-02,5646
"365123",2016-11-12,2655
"365296",2016-12-04,1413
"365453",2004-11-10,6711
"365577",2015-10-06,8637
"365587",2006-12-13,4630
"365932",2011-09-15,8205
"366135",2009-04-25,1919
"366201",2015-03-12,6849
"366579",2004-01-24,1496
"366824",2016-10-29,2683
"366838",2004-03-28,1148
"367001",2008-06-29,1245
"367014",2011-08-08,3141
"367118",2017-01-30,7252
"367196",2013-09-03,7210
"367239",2006-06-06,3803
"367333",2006-08-11,2565
"367485",2004-06-13,813
"367505",2010-08-16,2702
"367649",2007-07-21,1079
"367702",2012-08-20,3322
"367797",2004-10-04,6575
"368074",2013-03-23,2185
"368163",2003-01-29,6373
"368191",2009-10-28,6172
"368599",2010-10-03,1672
"368790",2001-11-14,5983
"368799",2009-07-28,3219
"369125",2013-11-21,8059
"369170",2003-05-04,964
"369195",2001-11-23,1142
"369320",2006-02-01,6781
"369462",2016-11-19,2714
"369481",2008-05-26,883
"369507",2015-04-11,2275
"369577",2005-11-16,6677
"369699",2009-06-28,1255
"369752",2016-06-08,3333
"369772",2004-06-22,3459
"369877",2011-09-13,8147
"370251",2006-01-27,6329
"370399",2011-09-11,2054
"370443",2004-02-15,925
"370466",2009-08-23,1600
"370575",2006-05-07,1069
"370658",2015-11-17,7811
"370753",2011-01-07,2714
"370855",2013-10-27,1912
"371173",2009-05-29,2853
"371390",2005-10-15,2186
"371399",2011-06-09,3634
"371414",2001-05-04,3307
"371940",2004-06-30,4039
"371994",2014-04-14,7033
"372335",2001-07-25,2571
"372395",2016-02-25,7368
"372679",2017-11-07,8311
"372808",2003-01-09,2724
"373406",2013-07-15,4192
"373529",2009-05-27,2579
"373673",2012-05-17,3678
"373705",2017-01-21,2723
"373769",2014-04-24,7281
"374331",2016-07-21,3780
"374359",2005-06-09,3486
"374571",2015-12-01,7609
"374572",2015-09-22,8443
"374777",2007-01-01,684
"374783",2009-12-04,5478
"374809",2007-03-19,5185
"374994",2016-04-21,7243
"375227",2015-04-12,1516
"375370",2001-11-22,554
"375423",2005-12-25,396
"375505",2015-08-23,2908
"375525",2003-09-19,6625
"375559",2001-09-06,6286
"375688",2011-12-15,3458
"375702",2003-01-28,6390
"375826",2006-08-12,1169
"375886",2017-05-18,3471
"375941",2008-02-25,5532
"376023",2017-02-28,7085
"376227",2005-11-20,1308
"376348",2017-06-18,1261
"376369",2001-06-29,3016
"376622",2016-09-14,8717
"376852",2017-08-20,1409
"376864",2011-09-21,8059
"377105",2013-06-21,3848
"377107",2014-02-17,6904
"377429",2015-03-24,3131
"377544",2003-02-06,6159
"378134",2007-11-18,1173
"378191",2002-10-13,3665
"378225",2006-06-21,3942
"378327",2002-01-31,5876
"378346",2009-04-27,5425
"378390",2004-12-28,1527
"378398",2014-12-18,3061
"378438",2016-11-29,7668
"378717",2015-04-19,1536
"378886",2015-08-04,3444
"379162",2006-11-04,1908
"379192",2008-12-30,1723
"379231",2003-05-17,1341
"379309",2015-12-04,7876
"379399",2011-10-23,1847
"379431",2002-07-29,2691
"379442",2016-07-03,1242
"379447",2012-07-11,4482
"379451",2001-06-05,2827
"379575",2016-02-03,7760
"379717",2008-08-03,1384
"379783",2003-03-01,1473
"379791",2008-08-07,3231
"380625",2014-01-20,2489
"380673",2006-01-20,6266
"380828",2016-01-14,7616
"380893",2012-09-22,2930
"381185",2007-08-10,2255
"381239",2012-06-14,4191
"381271",2009-02-28,1771
"381447",2008-03-19,5714
"381804",2004-11-15,6245
"381834",2009-10-18,616
"382131",2017-02-03,6837
"382279",2008-04-14,5462
"382528",2004-04-27,5552
"382590",2001-03-15,2193
"382884",2005-10-01,2072
"383099",2001-10-26,5484
"383100",2007-09-06,6831
"383503",2001-10-05,5889
"383881",2013-02-05,7342
"384339",2005-09-28,7149
"384381",2006-03-26,1144
"384612",2007-08-04,1127
"384701",2005-12-01,6498
"385018",2006-09-26,6836
"385363",2010-02-05,5561
"385420",2013-02-10,1610
"385540",2002-12-10,5355
"385710",2003-06-03,3645
"385716",2007-03-12,5092
"386019",2005-03-23,2532
"386111",2001-10-20,1670
"386596",2012-10-18,8227
"386602",2017-10-10,8561
"386605",2016-11-26,1489
"386827",2015-12-26,704
"386873",2011-03-12,2907
"386962",2003-04-15,6192
"387037",2009-05-16,1343
"387494",2016-10-14,8249
"387503",2011-01-01,786
"387592",2013-04-16,7092
"387879",2005-08-11,2461
"388074",2016-10-13,8474
"388602",2012-10-09,8082
"388642",2010-02-22,5601
"388656",2010-12-29,1599
"388723",2014-08-25,7955
"389045",2007-03-10,1654
"389054",2016-03-29,7265
"389777",2003-10-11,1963
"389793",2007-07-19,3192
"389843",2010-04-01,5954
"389895",2009-09-23,6591
"390196",2008-08-15,2634
"390199",2011-05-05,5258
"390337",2002-04-01,5084
"390717",2015-07-29,3701
"390777",2015-10-03,3062
"391114",2009-11-12,6379
"391225",2014-05-02,6886
"391394",2013-09-20,6716
"391647",2014-01-03,2268
"391853",2005-09-11,1452
"392143",2006-10-28,1835
"392261",2016-07-01,3458
"392290",2007-03-07,5307
"392348",2012-02-14,7351
"392387",2003-07-28,2848
"392442",2005-07-19,3614
"392460",2015-03-31,6515
"392539",2010-04-04,951
"392862",2001-03-26,4168
"392891",2011-03-10,6939
"393027",2010-03-22,2465
"393402",2015-01-13,7034
"393504",2007-04-03,5106
"394317",2014-02-10,7092
"394449",2007-03-06,5325
"394877",2005-11-11,6349
"395120",2011-06-08,3489
"395318",2013-06-16,1403
"395356",2006-11-25,1032
"395481",2014-12-30,1707
"395685",2010-08-23,7081
"395695",2014-12-01,6987
"395788",2003-06-29,1104
"396074",2012-12-28,1833
"396306",2005-09-06,7237
"396409",2011-09-19,7891
"396603",2010-03-14,1227
"396829",2003-11-10,6498
"396832",2014-04-28,6872
"397336",2014-02-02,1431
"397814",2016-10-22,2775
"397838",2006-01-23,6570
"397844",2002-02-20,5706
"398238",2013-03-31,1175
"398814",2011-12-12,3552
"399051",2004-11-18,6484
"399086",2016-02-16,7564
"399093",2011-05-17,3654
"399140",2015-04-28,6464
"400085",2016-05-23,3260
"400131",2007-03-21,5177
"400379",2004-12-04,1667
"400401",2009-12-18,2239
"400445",2003-07-13,894
"400486",2017-05-10,3541
"400791",2009-09-25,6345
"400812",2002-01-09,5762
"400936",2005-11-24,570
"401423",2001-12-31,1050
"401506",2010-01-30,1856
"401952",2009-08-06,2991
"402078",2004-12-22,1798
"402128",2012-07-25,3937
"402211",2007-11-28,5982
"402459",2010-07-15,3644
"402654",2002-04-12,5151
"402844",2012-04-17,6934
"403136",2008-02-17,1159
"403299",2013-09-10,7152
"403610",2003-08-20,3019
"403873",2006-03-14,6366
"403932",2013-04-20,2726
"404278",2004-09-30,6914
"404497",2002-10-14,6679
"404744",2001-06-08,2836
"404762",2007-01-12,2727
"404898",2017-03-02,7177
"404963",2016-11-23,6481
"405039",2010-11-01,7008
"405401",2003-07-10,3740
"405425",2012-02-19,1791
"405499",2007-11-16,6385
"405534",2007-08-26,1650
"405615",2004-02-03,6001
"405677",2005-12-18,659
"405861",2008-09-27,2466
"406113",2015-03-28,1833
"406269",2008-10-31,6559
"406319",2002-09-14,1891
"406591",2014-11-22,2628
"406642",2016-09-28,8476
"406672",2014-10-01,7917
"406721",2007-08-31,6367
"406788",2016-06-13,3525
"407038",2005-03-19,1329
"407101",2007-07-14,1266
"407237",2014-07-26,1877
"407442",2015-01-22,7045
"407463",2012-11-24,1560
"407776",2005-08-20,1929
"407780",2010-04-16,5834
"407884",2001-04-04,4585
"408094",2013-01-16,7503
"408386",2010-09-30,7447
"408405",2012-06-03,1610
"408471",2008-05-18,1070
"408661",2011-02-03,5383
"408701",2014-11-27,920
"408822",2003-02-23,896
"408985",2009-06-22,3116
"409014",2006-04-06,6445
"409069",2017-06-06,3507
"409091",2008-04-01,5646
"409163",2008-04-09,5667
"409434",2009-01-13,6121
"409472",2002-10-10,7358
"409661",2004-07-09,3387
"409669",2017-02-24,7172
"409672",2017-08-31,8739
"409708",2006-07-30,848
"409733",2015-08-16,1357
"409772",2001-05-16,2190
"409782",2012-09-06,8355
"409943",2005-08-26,6674
"410029",2015-08-01,1667
"410196",2015-07-04,1464
"410207",2011-02-07,7082
"410610",2008-12-27,807
"410691",2001-04-30,3335
"410713",2016-09-25,1845
"410743",2013-12-19,3093
"410750",2015-04-21,6438
"410828",2013-06-29,1845
"410875",2015-03-13,6987
"411107",2017-10-20,8091
"411200",2003-10-01,7260
"411340",2013-04-09,6992
"411560",2017-07-31,3412
"411581",2016-09-06,8371
"411646",2017-03-25,1545
"411865",2007-10-25,6456
"411981",2016-01-07,3236
"412033",2016-02-02,7329
"412083",2011-04-05,6635
"412524",2002-10-30,7009
"412577",2007-03-03,1409
"412578",2001-07-13,3176
"412606",2009-12-07,4583
"412617",2015-03-29,1444
"412676",2012-03-01,7260
"412709",2016-10-10,7903
"412727",2001-06-17,543
"413254",2010-06-04,2834
"413261",2011-12-24,794
"413504",2003-03-07,5606
"413551",2010-10-24,1651
"413736",2012-11-05,7842
"413849",2004-09-17,6482
"413940",2007-09-10,6510
"414013",2004-12-07,5305
"414060",2004-01-27,6000
"414840",2004-09-02,7280
"414859",2010-05-17,2825
