"","date","rides"
"563421",2003-12-14,6148
"563634",2010-10-13,8628
"563704",2002-05-20,9101
"563707",2013-04-14,8631
"563849",2001-04-01,6741
"563909",2010-09-13,9723
"563955",2004-06-20,8425
"564209",2012-12-24,6994
"564480",2016-10-19,10719
"564513",2009-08-13,10340
"564609",2012-08-28,9366
"564794",2017-09-13,11478
"564827",2008-03-22,7244
"565128",2003-12-11,7356
"565379",2012-09-05,9460
"565531",2001-03-06,7284
"565946",2002-03-08,8070
"566034",2003-10-22,7627
"566126",2003-03-24,8128
"566553",2016-07-03,9579
"566572",2003-03-26,7014
"566607",2002-11-15,9120
"566699",2003-07-06,7695
"566810",2015-11-09,12716
"567153",2005-10-19,9062
"567272",2016-04-26,10116
"567478",2010-08-28,7727
"567500",2008-05-19,10160
"567681",2008-03-10,8851
"567741",2015-07-29,13375
"568112",2008-04-20,7449
"568242",2008-05-25,7996
"568497",2005-02-06,6302
"568553",2014-08-11,10979
"568571",2014-01-25,6655
"568579",2016-02-01,9391
"568855",2004-08-31,8165
"569611",2002-10-07,8803
"569624",2007-08-01,10333
"569774",2004-05-31,10263
"570139",2004-05-18,8488
"570892",2013-09-18,9994
"571088",2017-05-10,10597
"571123",2011-06-27,11066
"571580",2015-03-03,8572
"571622",2002-11-05,7529
"571852",2014-09-26,10768
"571894",2009-08-23,8438
"571973",2001-10-09,6802
"572022",2016-02-04,9160
"572073",2006-07-09,8835
"572864",2015-07-13,11914
"572950",2010-07-23,10529
"573065",2010-06-06,8558
"573086",2015-10-21,12253
"573126",2010-02-11,7295
"573304",2002-01-06,6053
"573506",2014-02-19,8360
"574126",2013-07-17,10314
"574255",2009-06-17,8459
"574370",2007-12-26,10388
"574443",2016-05-29,10207
"574538",2015-08-25,11206
"574555",2017-06-10,10512
"575194",2010-04-05,8686
"575473",2011-04-30,7235
"575873",2017-02-09,8593
"576023",2009-12-26,6622
"576171",2008-03-09,7109
"576316",2009-03-13,9975
"576409",2008-12-09,6827
"576678",2008-10-13,9748
"576812",2009-06-05,10326
"577088",2005-04-09,6698
"577131",2006-12-24,6173
"577137",2010-07-31,8410
"577151",2006-10-13,11938
"577455",2015-05-03,11876
"578080",2004-07-29,9897
"578141",2011-12-09,10226
"578151",2008-06-19,10314
"578222",2015-03-21,8621
"578347",2012-01-12,8987
"578379",2015-06-14,12015
"578540",2016-04-11,11555
"578565",2015-03-06,10757
"578663",2012-10-21,9812
"578679",2011-07-21,11405
"578840",2001-12-07,8002
"578984",2009-07-30,10185
"579228",2015-04-22,10229
"579591",2001-01-01,6383
"579601",2016-12-24,6870
"579617",2008-05-10,6365
"579676",2012-04-15,7894
"580218",2012-01-21,7456
"580370",2010-05-07,8626
"580457",2001-07-25,8947
"580569",2013-11-05,8927
"580609",2005-12-07,8039
"580924",2002-11-10,6900
"581079",2003-05-16,9559
"581244",2002-06-04,7301
"581660",2001-05-23,8345
"581952",2015-06-30,11027
"582002",2002-06-23,7938
"582034",2012-09-13,11466
"582406",2017-11-17,12389
"582415",2010-09-06,11527
"582438",2014-06-16,11362
"582673",2002-05-04,6266
"582699",2005-06-17,11334
"583052",2008-05-30,9613
"583257",2004-09-19,8478
"583310",2005-05-12,9486
"583786",2008-09-18,9952
"583873",2012-06-29,11506
"583972",2008-01-21,7823
"584053",2006-09-24,8538
"584092",2013-08-17,8861
"584424",2007-08-10,11139
"584538",2010-05-25,8575
"584626",2011-10-13,11146
"585076",2015-05-02,9381
"585094",2014-02-06,8694
"585362",2002-08-02,10069
"585384",2015-12-23,9396
"585524",2002-06-06,8675
"586038",2015-07-14,11351
"586169",2012-05-12,7685
"586389",2002-03-12,6817
"586611",2004-04-23,9250
"586652",2007-08-02,12598
"586757",2006-06-27,9427
"586987",2004-09-29,8726
"587370",2007-06-17,8511
"587543",2005-09-03,8894
"587762",2016-12-21,9005
"588123",2010-11-30,8769
"588173",2012-03-12,9396
"588245",2001-01-19,8130
"588326",2002-08-08,9212
"588563",2006-03-30,7987
"588798",2015-10-29,13117
"589174",2005-11-22,9063
"589521",2017-02-20,9931
"589679",2006-05-14,8656
"589701",2011-04-24,8484
"589938",2011-08-24,10016
"590039",2015-01-05,9106
"590073",2011-09-17,8417
"590078",2002-08-10,7848
"590172",2014-01-09,10030
"590195",2013-12-20,9444
"590523",2007-01-20,6869
"590606",2011-06-15,10404
"590711",2016-10-23,10870
"590750",2012-12-20,9122
"591037",2010-01-12,6611
"591104",2011-08-03,10898
"591129",2016-10-07,17937
"591139",2007-02-11,6854
"591188",2012-10-11,11056
"591770",2001-09-02,7083
"591835",2015-03-09,10048
"591940",2006-01-28,5963
"591942",2013-08-10,9305
"592229",2012-10-20,8765
"592350",2014-07-29,10234
"592443",2010-11-24,9506
"592570",2015-06-23,11884
"592596",2015-07-28,11949
"592765",2015-10-04,12169
"593216",2017-11-06,11710
"593388",2003-12-27,7367
"593418",2011-08-19,12677
"593492",2001-08-13,10557
"593807",2006-12-13,8897
"594074",2016-12-13,9614
"594118",2006-12-27,10712
"594141",2011-02-11,8434
"594485",2012-04-24,8923
"594579",2016-02-06,7530
"595067",2017-08-11,14678
"595075",2009-02-13,8692
"595305",2006-08-06,10034
"595612",2012-12-18,9005
"595616",2016-04-10,9320
"595938",2007-07-19,10966
"596141",2014-03-03,8797
"596154",2001-02-04,5950
"596180",2002-11-22,9124
"596673",2013-07-28,10037
"596951",2003-05-05,8358
"596986",2003-01-17,8144
"597061",2015-08-28,14556
"597158",2012-07-12,12237
"597462",2007-01-29,8266
"597501",2010-11-28,12393
"597565",2005-09-30,11311
"597585",2002-04-01,8557
"597740",2004-07-24,7669
"597831",2006-03-26,9439
"598089",2010-12-30,10532
"598220",2009-08-19,8382
"598471",2012-08-10,13437
"598984",2012-01-24,7669
"599008",2010-10-23,7578
"599079",2013-09-11,9227
"599104",2005-03-28,10052
"599137",2015-06-06,9504
"599346",2010-04-08,8321
"599680",2016-10-01,9727
"599794",2012-11-26,12431
"600182",2017-07-28,13720
"600289",2011-07-29,11537
"601229",2007-09-13,9085
"601513",2003-01-24,7888
"601522",2014-12-17,9203
"602055",2006-05-08,9772
"602074",2001-12-01,5661
"602144",2003-03-23,7085
"602201",2009-04-06,8613
"602206",2007-10-29,9181
"602263",2006-04-22,7501
"602273",2014-08-22,13066
"602437",2016-11-22,9808
"602523",2003-12-17,7354
"602776",2007-02-26,9441
"602783",2017-01-19,9201
"602948",2013-07-19,13974
"602998",2008-05-27,10157
"603418",2017-01-10,9197
"603466",2002-02-14,6940
"603577",2003-12-08,7617
"603833",2009-01-07,7026
"603982",2011-05-08,8215
"604168",2007-06-10,9182
"604185",2017-01-14,7807
"604256",2015-07-03,13219
"604265",2010-11-29,11558
"604563",2014-10-18,9173
"604588",2016-12-04,8023
"604707",2002-04-30,7117
"605167",2002-09-10,7885
"605394",2006-06-15,10932
"605637",2011-03-08,8429
"605950",2011-05-05,9282
"606055",2015-07-15,11716
"606116",2004-12-25,4934
"606182",2015-12-28,11831
"606222",2012-03-07,7786
"606335",2017-07-15,9848
"606377",2009-08-04,8354
"606380",2006-03-01,7790
"606477",2008-07-14,0
"606651",2002-07-13,6906
"607184",2001-10-26,8495
"607401",2001-10-08,8257
"607573",2007-08-26,7768
"607887",2015-11-26,7682
"608312",2011-04-08,9050
"608391",2006-09-21,10048
"608534",2016-04-16,9161
"608647",2007-08-11,7683
"609136",2011-12-08,9116
"609202",2012-07-18,9462
"609219",2008-11-25,8088
"609269",2015-01-03,7910
"609391",2016-11-20,9050
"609434",2001-02-20,7874
"609490",2015-05-25,12818
"609560",2010-11-09,7818
"609830",2015-06-27,9911
"609967",2017-04-26,10158
"610050",2002-12-21,6195
"610063",2009-03-07,6099
"610102",2003-09-15,8911
"610135",2017-09-25,12043
"610301",2014-05-04,8846
"610401",2014-02-04,7632
"610517",2017-11-21,10528
"610540",2011-09-15,10701
"610724",2013-01-06,8053
"610762",2007-09-16,8507
"610764",2011-04-27,8546
"610874",2005-08-31,8741
"610884",2003-09-18,8690
"611340",2007-11-11,7169
"611437",2001-09-05,8701
"611636",2011-12-28,10437
"611780",2007-04-23,9386
"611858",2004-02-07,5568
"611972",2009-04-16,8644
"612020",2010-06-21,9454
"612026",2013-02-13,7597
"612446",2009-05-28,8977
"612946",2015-03-17,8942
"612972",2013-04-15,9861
"612973",2014-10-30,11253
"613266",2016-05-24,11583
"613283",2004-06-23,8919
"613293",2003-08-30,7414
"613368",2015-10-15,15217
"613442",2012-12-11,8297
"613471",2005-01-07,8145
"613657",2009-06-01,8539
"613684",2017-06-05,11914
"614078",2014-12-03,9075
"614134",2002-07-01,8534
"614428",2006-12-19,8997
"614726",2016-11-26,11321
"615190",2008-11-18,7420
"615537",2009-12-05,6056
"615576",2003-02-09,6060
"615824",2007-06-01,10792
"615831",2003-06-02,8434
"616589",2010-11-06,6908
"616900",2014-03-14,12319
"617047",2010-11-18,9226
"617155",2001-12-29,6711
"617612",2002-05-15,7712
"617794",2011-04-17,8027
"617875",2002-10-22,7818
"617988",2012-01-14,6920
"618004",2002-04-26,9006
"618271",2010-01-27,6287
"618272",2015-04-01,9681
"618834",2013-06-16,10347
"619022",2012-04-02,9857
"619369",2009-11-01,7523
"619399",2005-05-15,8235
"619570",2014-04-08,8757
"619786",2016-12-09,11604
"619873",2006-05-17,8801
"620023",2003-09-20,6166
"620173",2017-10-27,13660
"620220",2003-05-13,7367
"620232",2006-08-30,8800
"620623",2011-11-12,7764
"621372",2016-03-14,11308
"621396",2003-05-19,9175
"621458",2009-03-03,7416
"621509",2003-05-11,6319
"621852",2003-06-25,8967
"622311",2015-05-20,11197
"622492",2017-09-12,10651
"622521",2005-04-22,9748
"622522",2014-03-07,9779
"622565",2005-02-14,8860
"622797",2004-07-12,9581
"622800",2012-01-05,10557
"622811",2011-05-03,8092
"623158",2003-09-30,7233
"623189",2008-11-29,8906
"623342",2013-10-18,12615
"623365",2017-01-13,10448
"623622",2001-11-02,8652
"623766",2014-07-24,12652
"623891",2009-03-25,7809
"624347",2016-01-31,8193
"624438",2011-04-16,7050
"624814",2014-03-20,9663
"625038",2007-06-09,8812
"625198",2005-01-20,7774
"625358",2004-10-12,9026
"625406",2006-08-20,9350
"625519",2009-02-26,6988
"625531",2015-03-29,9639
"625725",2012-03-11,8316
"625778",2008-05-04,7707
"625792",2001-07-04,6799
"625819",2017-06-12,12717
"626355",2006-05-06,7355
"626510",2006-08-08,9773
"626589",2002-05-06,8216
"626889",2003-11-12,7558
"627011",2004-02-22,6532
"627077",2014-07-19,9492
"627302",2016-10-03,11947
"627380",2007-02-25,7651
"627665",2013-02-01,8386
"627800",2006-07-25,9963
"627847",2015-10-05,12560
"627927",2001-05-31,9052
"628054",2004-10-15,10835
"628373",2017-06-24,9532
"628536",2009-11-22,6954
"628661",2016-04-08,11954
"628743",2002-08-07,8300
"628876",2001-07-13,10811
"628940",2006-12-10,7485
"628968",2009-03-09,8808
"629339",2006-11-22,10568
"629445",2010-03-09,7003
"629488",2003-08-06,8066
"629739",2010-05-16,8761
"629782",2003-07-16,8510
"630013",2008-04-26,6880
"630095",2016-06-29,11435
"630097",2016-11-19,8357
"630107",2008-10-21,7941
"630217",2011-06-10,11815
"630247",2005-01-12,7147
"630440",2015-02-24,8460
"630517",2001-04-17,8432
"630524",2001-02-09,8640
"630698",2016-12-27,11661
"630809",2011-01-31,7606
"630950",2013-08-26,10102
"631015",2004-07-28,8827
"631026",2003-04-22,7753
"631307",2011-01-17,7908
"631421",2005-02-25,9053
"631519",2008-04-29,8172
"631802",2001-01-31,7178
"631814",2014-07-07,11248
"632019",2009-06-15,9639
"632202",2010-04-03,5807
"632203",2016-09-18,11575
"632536",2011-03-26,7376
"632547",2011-03-05,6807
"632857",2003-01-21,7162
"632864",2012-09-15,9560
"632900",2015-12-08,9544
"633075",2005-10-14,12308
"633129",2004-12-28,9438
"633242",2006-07-26,10143
"633379",2011-11-05,7976
"633538",2013-06-25,9967
"633571",2002-01-02,7925
"633593",2006-01-02,8207
"633630",2009-11-29,12017
"633737",2016-01-28,8783
"633930",2006-05-04,9615
"634010",2004-02-08,5921
"634036",2012-05-04,13114
"634105",2014-11-24,8911
"634132",2009-06-29,9327
"634256",2010-05-26,8417
"634356",2003-10-19,7755
"634428",2008-04-24,9132
"634473",2015-08-29,10236
"634609",2011-12-14,8309
"634730",2004-07-17,7713
"634760",2001-10-04,7977
"634963",2013-05-31,12634
"634987",2014-05-10,7872
"635179",2002-11-09,6517
"635346",2001-10-15,7815
"635383",2001-05-12,6693
"635413",2013-04-12,11912
"635430",2002-04-14,6813
"635568",2006-04-04,8984
"635630",2003-05-22,8593
"635680",2010-08-05,12741
"635694",2008-01-26,5564
"635795",2004-11-08,9682
"635816",2009-05-12,7695
"635835",2005-10-15,8140
"635970",2009-05-03,7268
"636128",2002-03-23,6765
"636700",2014-08-03,9983
"636732",2002-06-12,8436
"636805",2005-08-23,9011
"637098",2003-10-05,7026
"637280",2005-01-26,7289
"637470",2008-08-15,10812
"637687",2002-07-06,6814
"637806",2016-03-24,11455
"637878",2008-09-02,9681
"637996",2002-07-29,9388
"638110",2005-07-28,11052
"638148",2003-10-13,9696
"638159",2001-11-24,7504
"638188",2011-08-09,9647
"638562",2005-01-08,5894
"638590",2016-01-17,7408
"639157",2003-01-23,6832
"639664",2004-02-21,5795
"639892",2016-04-09,8343
"640044",2015-07-10,14903
"640102",2008-02-12,7086
"640160",2003-07-29,8444
"640188",2003-01-02,8526
"640192",2010-03-11,8149
"640327",2009-01-01,6295
"640348",2005-03-25,8772
"640890",2016-01-25,9279
"640912",2008-12-12,8552
"640916",2008-06-16,9630
"641080",2010-01-04,8495
"641103",2010-05-09,7913
"641394",2016-07-22,14466
"641529",2005-04-13,8603
"641549",2001-11-23,6068
"641602",2011-05-24,9851
"641679",2003-01-18,5609
"641797",2004-07-09,9313
"641800",2001-08-08,9682
"641814",2014-05-14,10594
"642032",2010-10-17,9262
"642093",2009-04-17,9264
"642118",2009-05-08,9183
"642152",2011-02-01,6221
"642410",2010-03-05,8371
"642431",2014-06-13,12581
"642526",2015-09-28,13662
"642614",2009-10-15,10462
"642709",2012-05-16,9341
"642723",2005-06-05,7924
"643049",2005-09-17,7785
"643373",2005-06-29,8927
"643537",2008-08-10,9011
"643652",2006-05-15,10185
"643775",2017-07-09,11748
"643854",2008-06-29,8280
"644150",2008-01-22,7701
"644163",2010-02-17,6728
"644194",2008-05-17,7627
"644443",2015-10-31,9524
"644719",2001-03-20,7997
"644764",2008-07-17,0
"644828",2016-01-26,8698
"644941",2002-10-24,8981
"644995",2011-09-21,9258
"645083",2003-04-30,6536
"645337",2013-08-19,11028
"645442",2007-05-20,9067
"645504",2015-11-15,11404
"645561",2004-08-17,8407
"645576",2007-01-02,9420
"645613",2002-09-08,7805
"645888",2011-07-28,10608
"645910",2010-03-31,7852
"646373",2017-03-31,10387
"646449",2006-03-20,9672
"646740",2001-07-29,8611
"646928",2010-12-05,7188
"647084",2010-03-25,7921
"647512",2006-01-14,6843
"647709",2001-06-28,9715
"647790",2017-02-10,10679
"648123",2010-10-03,8818
"648160",2016-10-06,14049
"648292",2003-05-20,7787
"648367",2006-12-23,7385
"648483",2012-04-14,7263
"649448",2011-03-11,9969
"649527",2004-08-30,9246
"649628",2004-09-18,7068
"649657",2016-04-14,11833
"649684",2002-06-08,6809
"650371",2014-01-28,6732
"650550",2012-07-13,12425
"650556",2005-10-02,7757
"650970",2009-03-19,7907
"651161",2011-05-23,11591
"651206",2004-03-31,7609
"651347",2015-05-09,9481
"651694",2002-05-01,7206
"651741",2003-11-22,6184
"651814",2009-06-25,9393
"652011",2005-08-07,8458
"652090",2013-11-29,8039
"652188",2004-12-24,6184
"652270",2003-06-16,8965
"652308",2010-05-05,7543
"652420",2010-04-18,8346
"652503",2002-12-12,7830
"652663",2002-06-02,7217
"652690",2017-10-30,11202
"652750",2016-05-25,10996
"653070",2013-01-13,7629
"653114",2004-03-01,7801
"653163",2014-06-17,10025
"653305",2017-10-23,11815
"653811",2013-11-09,8314
"654110",2013-10-04,12301
"654198",2006-07-22,8617
"654225",2017-09-21,12094
"654655",2008-06-10,9239
"654727",2013-11-28,7047
"654792",2007-10-30,7982
"654846",2015-09-15,12228
"654880",2001-11-04,6686
"654940",2004-01-15,7220
"654985",2001-03-21,8098
"655255",2002-07-16,8397
"655893",2003-06-08,7436
"656097",2005-08-09,9372
"656133",2003-09-07,7100
"656252",2001-12-11,6496
"656352",2005-08-08,10361
"656353",2016-06-13,12522
"656523",2005-01-10,8529
"656531",2011-12-06,7840
"656652",2013-10-23,9046
"656674",2016-05-28,11422
"656883",2001-05-20,8041
"656885",2013-11-19,9155
"657047",2003-12-12,8152
"657211",2006-03-23,9820
"657647",2012-08-13,11060
"657689",2008-07-25,11347
"657838",2016-09-27,10281
"657867",2010-04-11,7209
"658025",2005-06-22,9822
"658029",2002-07-02,7977
"658080",2001-12-15,5988
"658157",2007-03-15,9930
"658378",2006-10-27,11490
"658516",2007-03-13,8591
"658618",2015-10-23,15005
"658664",2009-02-23,7572
"658676",2013-06-11,10114
"658740",2016-12-12,10590
"658879",2005-03-03,8103
"658974",2014-09-13,9568
"658992",2014-02-13,8474
"659290",2008-12-23,8339
"659368",2011-10-24,10515
"659571",2013-01-19,6841
"659602",2006-11-30,10018
"659673",2012-09-27,10925
"660038",2017-09-01,14479
"660059",2016-03-16,10714
"660127",2007-10-02,8374
"660298",2003-01-05,7172
"660346",2013-09-01,8904
"660379",2011-01-20,7488
"660542",2013-01-25,8761
"660627",2003-07-05,6179
"660656",2001-01-24,7321
"661188",2012-10-27,8827
"661206",2015-05-26,12064
"661281",2008-03-06,8304
"661632",2017-11-28,10940
"661681",2007-08-20,10148
"661766",2005-03-29,8449
"662094",2012-08-30,11340
"662099",2006-08-18,12001
"662130",2005-02-20,6390
"662309",2001-09-22,5527
"662483",2012-10-28,9874
"662875",2002-01-12,5422
"663027",2012-08-03,14428
"663131",2009-07-01,8600
"663150",2006-08-03,12647
"663599",2002-08-15,9925
"663602",2012-03-24,8576
"664159",2017-03-17,11397
"664190",2003-06-26,9689
"664218",2008-10-31,10167
"664306",2014-06-22,10279
"664443",2013-10-20,10276
"664679",2009-07-19,8167
"664741",2005-04-20,8363
"664821",2002-06-30,7667
"665339",2013-07-23,10096
"665357",2001-02-13,7595
"665500",2012-02-03,8489
"665596",2003-03-11,7087
"665645",2006-10-22,10102
"665759",2005-12-25,5269
"665778",2002-12-13,8962
"665881",2006-07-16,9304
"666503",2012-11-23,8461
"666703",2013-03-04,9026
"666723",2001-04-02,8787
"666797",2012-06-12,10199
"666823",2002-05-10,8639
"666833",2005-03-21,9420
"666840",2016-06-12,11956
"667274",2008-05-06,8265
"667438",2003-04-16,7089
"667596",2009-10-27,7551
"667868",2008-03-08,6552
"667965",2012-02-10,9066
"668047",2016-02-14,7474
"668172",2003-02-02,5969
"668192",2012-08-12,10429
"668195",2012-08-01,10847
"668208",2015-08-24,12781
"668460",2001-07-07,7364
"669110",2003-03-05,7157
"669137",2004-06-24,9477
"669194",2012-12-01,7584
"669595",2010-06-30,9218
"669755",2002-05-17,9819
"669764",2014-09-11,12441
"669829",2017-07-24,12828
"669954",2014-11-28,8680
"670004",2003-02-11,6638
"670008",2004-07-19,9857
"670200",2008-06-01,7763
"670363",2015-05-14,13267
"670387",2014-06-23,10615
"670402",2011-01-19,7012
"670416",2004-11-18,9157
"670701",2017-02-11,7428
"670781",2011-02-06,6234
"670817",2001-04-23,8672
"670913",2015-01-14,7921
"671286",2011-12-17,7345
"671310",2015-02-27,10104
"671441",2013-09-15,9662
"671747",2008-12-11,8153
"671785",2015-05-22,14764
"672143",2006-01-19,8196
"672538",2007-01-24,7786
"672701",2002-10-19,6601
"672960",2011-05-30,11740
"673040",2016-02-07,8171
"673262",2001-04-27,9253
"673264",2004-06-09,8797
"673408",2014-10-04,8108
"673630",2014-04-30,9232
"673748",2004-07-30,11088
"673806",2007-04-27,10666
"673954",2012-12-22,7583
"673963",2008-11-22,6156
"674036",2017-05-25,12524
"674283",2002-11-04,8845
"674341",2015-08-30,11387
"674357",2015-12-27,11692
"674410",2016-08-11,13660
"674448",2010-09-01,8212
"674529",2010-07-15,10991
"674728",2005-11-28,12899
"674779",2013-11-07,10612
"674938",2006-02-28,7765
"675277",2016-06-27,12873
"675384",2015-11-12,13280
"675756",2007-09-04,9831
"676033",2016-07-12,10819
"676099",2002-01-10,6800
"676592",2007-04-24,8499
"676631",2004-06-26,7638
"676676",2008-05-23,12552
"676964",2005-11-25,7818
"677243",2003-07-31,9405
"677416",2015-05-30,9745
"677501",2010-11-23,8505
"677590",2008-10-23,9312
"677781",2011-07-02,9884
"677940",2008-10-18,7367
"678104",2007-10-07,9104
"678314",2014-09-16,9623
"678318",2008-02-05,7372
"678394",2001-04-07,6330
"678398",2016-01-07,9828
"678480",2011-03-19,7092
"678561",2004-11-26,7878
"678773",2009-05-10,7424
"678792",2014-01-07,7676
"678831",2009-11-16,8705
"678982",2006-03-04,6730
"679024",2004-02-26,7751
"679184",2006-01-07,6407
"679416",2012-11-02,11265
"679536",2013-10-03,9427
"679674",2010-10-08,14607
"679737",2003-11-24,7955
"679810",2004-05-22,8574
"679997",2012-01-10,7852
"680132",2008-11-28,7377
"680335",2003-06-21,6925
"680367",2008-02-09,5655
"680628",2005-02-23,7622
"680813",2014-01-20,9294
"680855",2016-05-21,10037
"680935",2003-03-10,7762
"680986",2013-01-15,7520
"681221",2014-08-27,9563
"681287",2001-05-22,8517
"681374",2004-02-20,7963
"681591",2001-10-29,7875
"681667",2003-07-09,8513
"681865",2015-03-07,8181
"681977",2015-03-20,10812
"682118",2017-03-12,8672
"682129",2001-03-03,6015
"682202",2009-10-04,7923
"682494",2001-05-17,9214
"682767",2001-05-28,9740
"682806",2017-01-26,8890
"682809",2008-04-11,9865
"683116",2008-10-27,9525
"683118",2014-01-05,7394
"683171",2010-12-01,7809
"683228",2007-02-06,7269
"683390",2014-11-18,8676
"683557",2014-06-21,9075
"683590",2011-07-13,9717
"683768",2014-04-25,10545
"683781",2016-04-12,10212
"683842",2004-09-26,8353
"683954",2009-01-21,7044
"684016",2013-09-24,9225
"684182",2007-02-21,8353
"684478",2001-06-06,8703
"684500",2007-09-21,11302
"684601",2005-11-26,9688
"684718",2008-11-13,9136
"684743",2014-07-08,9780
"685045",2007-03-31,6674
"685099",2007-05-05,7476
"685121",2014-01-24,7976
"685322",2013-11-24,7780
"685330",2012-09-21,13316
"685483",2002-07-21,7901
"685576",2011-05-19,10493
"685609",2007-03-10,7430
"685709",2011-05-21,8261
"685715",2005-10-23,9015
"685915",2017-10-08,11907
"685938",2004-11-09,8605
"686044",2002-06-05,7916
"686065",2013-04-22,9725
"686122",2009-12-11,8451
"686259",2012-09-11,9034
"686261",2003-03-14,9444
"686328",2007-05-11,10954
"686375",2012-03-01,8746
"686618",2002-07-24,8568
"686685",2016-05-04,10710
"686740",2002-01-09,6453
"687118",2001-10-12,8472
"687121",2004-09-28,8652
"687130",2006-01-08,6872
"687170",2009-01-02,7788
"687233",2013-05-26,8553
"687273",2012-05-08,9757
"687284",2001-12-05,6521
"687367",2006-12-12,8079
"687414",2005-05-17,8784
"687640",2013-09-14,9036
"687641",2010-12-19,6969
"687919",2010-04-01,8781
"688014",2014-10-03,12335
"688091",2001-10-28,6907
"688124",2006-04-11,8828
"688195",2004-12-14,7758
"688364",2014-07-26,9351
"688585",2013-08-21,10051
"688782",2013-02-07,8068
"688917",2006-06-02,10304
"688937",2001-05-05,6506
"688942",2011-06-02,10182
"689144",2014-10-31,11425
"689448",2015-11-07,9941
"689732",2007-10-15,9519
"690072",2001-07-21,7258
"690191",2014-10-26,10696
"690488",2004-01-26,7297
"690609",2014-06-02,10308
"690682",2005-07-05,10808
"690700",2007-05-29,10210
"690939",2012-04-16,9698
"691019",2013-01-11,9179
"691038",2008-08-07,11261
"691557",2013-01-23,7567
"691733",2001-07-03,9026
"691955",2016-12-25,6435
"692151",2009-07-02,10859
"692268",2005-11-20,7509
"692290",2008-06-02,9441
"692351",2016-04-01,11011
"692417",2012-11-10,8485
"692423",2009-02-07,5285
"692448",2004-08-06,10666
"692456",2002-05-26,6235
"692575",2013-02-16,7153
"692682",2006-07-29,8981
"692849",2008-03-11,7701
"692994",2009-11-13,9736
"693238",2003-07-13,8017
"693482",2014-01-30,8302
"693650",2004-11-13,6688
"693841",2008-03-16,7681
"693902",2007-11-07,9098
"693932",2003-08-23,6764
"693979",2012-12-17,9288
"694148",2009-11-27,7441
"694214",2017-05-28,9259
"694984",2012-08-07,10200
"695371",2005-09-28,8972
"695399",2015-03-19,10383
"695524",2017-11-10,13540
"695541",2015-10-12,13386
"695678",2004-08-12,9853
"695921",2016-03-08,9378
"696041",2008-02-06,6817
"696071",2006-08-27,8735
"696112",2015-09-18,15091
"696357",2002-09-09,9202
"696395",2011-10-16,9929
"696522",2007-09-20,10183
"696561",2002-06-13,9097
"696611",2012-06-11,11009
"697563",2008-12-13,6168
"697745",2016-03-28,11452
"698010",2014-09-10,9330
"698116",2006-11-04,7575
"698186",2009-01-30,7406
"698240",2017-10-22,11305
"698289",2005-05-10,8806
"698374",2011-03-10,8501
"698822",2015-07-16,13627
"698854",2001-11-12,7989
"698857",2002-08-04,7658
"698864",2011-05-16,10633
"699037",2017-08-29,10655
"699177",2006-04-09,8350
"699269",2002-12-10,7355
"699661",2010-01-17,6032
"699690",2014-02-14,9924
"699749",2001-05-04,9497
"699834",2014-07-27,9990
"699903",2001-12-02,5893
"699967",2003-08-25,8556
"700125",2013-08-03,9753
"700407",2007-01-03,9281
"700490",2005-08-25,10051
"700680",2012-04-22,8519
"700779",2013-08-27,9323
"700934",2005-12-28,9621
"701429",2007-07-24,9200
"701674",2016-01-05,9679
"701762",2008-01-17,7313
"701775",2004-09-27,10083
"701980",2014-05-19,11618
"702353",2008-01-25,7673
"702395",2006-04-19,9204
"702422",2002-03-30,5410
"702485",2005-12-02,10316
"702537",2003-02-04,6495
"702544",2016-12-20,8979
"702704",2004-12-16,8379
"702794",2016-08-14,10977
"702808",2017-02-07,8306
"702841",2013-09-12,11705
"702888",2010-08-23,9895
"702951",2005-10-16,9260
"703054",2015-04-03,10759
"703121",2010-12-14,7750
"703307",2004-03-09,7321
"703471",2014-10-15,10203
"703476",2014-06-10,10225
"703636",2015-09-23,11383
"703964",2006-07-08,7843
"703983",2007-07-09,9603
"704147",2013-03-25,9446
"704374",2013-05-12,9544
"704438",2017-04-25,9629
"704455",2016-12-10,8304
"704491",2010-03-14,7474
"704513",2014-09-25,11539
"704712",2012-01-28,6148
"704725",2011-08-20,9116
"704763",2014-06-26,12129
"704785",2011-05-29,7628
"704859",2010-08-20,11462
"704887",2017-10-09,12764
"704896",2007-07-10,9772
"704944",2005-04-01,9003
"704975",2013-07-07,10816
"705339",2008-05-18,8374
"705362",2014-10-17,14205
"705724",2004-08-01,8129
"705873",2008-04-07,9018
"705984",2011-09-08,9765
"706122",2013-01-22,7821
"706246",2015-11-18,10410
"706332",2006-01-12,8399
"706353",2004-10-25,9817
"706749",2008-09-23,8182
"706784",2008-03-25,8087
"706941",2002-04-16,7226
"707170",2008-07-20,0
"707233",2008-10-24,10749
"707380",2015-03-28,8580
"707772",2016-06-16,12838
"707866",2015-01-09,9226
"707926",2009-07-20,9448
"708093",2008-10-14,8495
"708113",2003-06-12,8804
"708197",2016-08-30,10423
"708208",2014-07-16,10459
"708210",2001-12-27,7937
"708287",2002-01-26,5154
"708340",2012-11-24,10820
"708684",2007-04-18,8873
"708685",2017-01-28,9644
"708715",2003-12-31,6405
"708966",2002-03-05,6734
"709159",2014-11-05,9960
"709240",2016-09-07,10316
