"","date","rides"
"253434",2007-02-15,8091
"253618",2013-02-05,7313
"253671",2001-01-14,5861
"253887",2012-12-03,9154
"253929",2008-07-10,0
"253935",2005-07-31,8537
"254130",2007-06-26,9652
"254162",2007-12-24,6651
"254253",2003-04-19,5549
"254334",2011-11-09,8726
"254335",2017-07-04,11952
"254608",2009-07-29,8794
"254787",2004-09-14,8365
"254972",2005-04-12,8341
"255044",2003-05-30,9270
"255651",2017-03-23,10288
"255670",2016-07-28,13651
"255727",2011-04-14,9168
"255758",2016-06-08,12142
"255820",2014-07-17,12403
"255895",2005-08-14,8445
"255909",2005-07-11,9754
"256041",2012-12-29,9065
"256306",2010-09-10,10491
"256336",2013-08-31,9815
"256399",2007-11-09,10820
"256401",2004-05-17,9277
"256409",2013-07-09,9120
"256722",2004-09-20,9748
"256748",2015-04-17,13029
"256914",2009-12-07,7763
"257074",2006-10-20,14481
"257571",2008-10-10,13378
"257889",2017-03-14,8303
"257925",2001-08-09,9263
"258187",2013-01-04,9177
"258332",2015-04-19,10149
"258418",2006-02-15,7664
"258769",2006-10-29,9240
"258988",2002-05-21,7982
"259012",2015-12-21,9772
"259649",2007-03-22,10319
"259693",2015-10-06,11082
"259779",2013-12-06,9980
"259893",2010-08-14,8489
"260032",2015-10-07,11796
"260128",2005-07-20,8569
"260242",2013-02-08,9258
"260493",2006-06-01,9426
"260587",2001-08-06,10294
"260850",2014-04-15,9083
"260856",2001-05-03,8358
"260992",2013-10-12,10277
"261186",2006-10-10,9180
"261278",2014-04-24,10346
"261551",2017-04-09,9232
"261559",2016-06-05,10801
"261561",2012-02-11,6423
"261731",2001-06-05,8135
"261898",2002-11-26,7651
"262023",2015-09-29,11028
"262106",2013-08-14,10541
"262175",2017-01-12,9224
"262270",2013-10-26,7931
"262433",2017-08-31,12492
"262503",2017-09-27,10638
"262696",2014-12-16,9067
"262768",2008-03-03,8060
"262807",2012-03-23,10743
"262872",2017-06-06,11544
"263094",2003-08-16,7201
"263119",2012-01-06,9175
"263359",2017-09-26,10633
"263565",2013-01-07,8951
"263673",2014-08-08,13202
"263674",2010-01-19,7234
"264118",2016-09-06,12347
"264368",2006-09-01,12749
"264421",2016-12-14,9451
"264540",2008-02-13,7266
"264644",2017-10-04,11364
"264872",2014-10-23,11730
"265102",2016-04-24,10916
"265279",2012-02-28,7788
"265620",2016-03-22,10026
"265716",2007-05-17,10963
"265819",2002-03-02,5734
"265942",2013-12-03,9165
"266024",2007-10-03,8818
"266793",2010-05-15,7457
"267247",2012-11-25,13710
"267261",2015-08-15,10488
"267408",2015-12-19,8634
"267567",2005-08-21,9013
"267740",2002-03-16,0
"267769",2014-06-08,9638
"267919",2014-07-25,13629
"268200",2001-03-08,7950
"268305",2005-12-17,7006
"268500",2002-03-27,7242
"268692",2001-02-22,7659
"268952",2002-11-25,7677
"269071",2014-03-30,5253
"269411",2009-04-08,7616
"269575",2003-04-13,6844
"269696",2014-05-16,12804
"269756",2004-07-03,7688
"269794",2017-09-29,13868
"270062",2010-07-12,9435
"270369",2008-02-04,7952
"270517",2007-03-08,9352
"270519",2005-01-22,6266
"270547",2010-12-06,8005
"270572",2017-01-15,7592
"270627",2015-08-06,14282
"270927",2003-06-29,7557
"270930",2005-07-02,8930
"270938",2003-12-13,5962
"270989",2010-01-20,6588
"271313",2004-02-15,5947
"271483",2011-09-26,9866
"271488",2001-02-14,7149
"271528",2010-08-19,10557
"271565",2013-05-08,9402
"271572",2016-04-21,11543
"271610",2006-10-17,9247
"271806",2007-02-14,7580
"271815",2016-09-10,9394
"272134",2003-07-01,7640
"272195",2004-09-02,9627
"272378",2006-12-29,10344
"272547",2014-09-03,10120
"272650",2007-04-11,8421
"272789",2012-11-19,9573
"272854",2004-06-15,8713
"272927",2005-01-23,6349
"273123",2015-12-31,11941
"273360",2013-05-10,10646
"273696",2002-01-18,7728
"274073",2006-04-15,6624
"274126",2002-09-04,8264
"274485",2006-08-24,9857
"274527",2016-07-30,11247
"274592",2005-04-25,9676
"274812",2003-08-14,9561
"274908",2007-05-19,8795
"274912",2006-03-12,7334
"275033",2015-02-10,8012
"275333",2010-09-02,9822
"275530",2009-05-21,9598
"276128",2001-10-11,7499
"276257",2009-06-19,9363
"276301",2017-11-24,9446
"276371",2003-10-14,8155
"276472",2007-11-06,9080
"276517",2017-06-13,10828
"276596",2002-09-14,6338
"276836",2008-03-12,7889
"276903",2011-08-18,11642
"277106",2004-12-31,8946
"277142",2008-12-30,9900
"277147",2004-04-10,5477
"277326",2006-10-05,10456
"277363",2014-10-10,15879
"277437",2011-01-04,7991
"277438",2007-04-12,9860
"277528",2014-08-23,8893
"277780",2014-12-01,12788
"277864",2001-01-13,6127
"277873",2017-10-05,14697
"278034",2015-01-23,9444
"278089",2016-10-25,10736
"278163",2008-08-08,12775
"278431",2016-07-04,12088
"279155",2001-11-18,6295
"279231",2010-05-18,8272
"279369",2009-11-08,7569
"279398",2016-09-05,13737
"279424",2014-10-29,9180
"279984",2014-11-03,10908
"280018",2015-03-30,10943
"280094",2002-10-11,12608
"280308",2001-07-18,8935
"280311",2011-04-11,9429
"280601",2017-08-30,11050
"280687",2016-01-15,11062
"280777",2009-02-27,8652
"281311",2013-06-04,9879
"281480",2012-02-22,7993
"281578",2013-10-21,11023
"281628",2006-08-21,10658
"281835",2006-03-13,8969
"281905",2011-12-16,9622
"282338",2010-12-23,7357
"282391",2004-02-04,6718
"282396",2002-01-22,6827
"282423",2003-03-19,6996
"282470",2009-09-17,9403
"282958",2002-02-02,5028
"283002",2005-06-24,12663
"283120",2009-09-05,8533
"283352",2017-01-24,8654
"283445",2002-01-16,6346
"283540",2017-07-29,9825
"283734",2013-03-16,8360
"283843",2007-10-19,11558
"283859",2002-05-18,6795
"284320",2005-04-08,10304
"284401",2007-11-21,9901
"284426",2003-11-05,7876
"284672",2008-02-22,8243
"284683",2005-11-06,7857
"284922",2007-05-22,9204
"285533",2016-10-16,11007
"285920",2009-08-31,8940
"286003",2015-12-09,9765
"286285",2017-06-28,11247
"286340",2015-10-24,10369
"286558",2005-08-27,7416
"286660",2005-05-27,13295
"286958",2016-10-26,10685
"287017",2016-03-18,11315
"287213",2008-05-05,9315
"287227",2014-12-13,7661
"287441",2016-08-09,11667
"287736",2001-08-27,9875
"287879",2014-12-25,6542
"287919",2003-03-02,6631
"288270",2017-01-27,9742
"288361",2007-07-18,9395
"288806",2012-10-06,11442
"288887",2007-01-10,8349
"289100",2006-11-12,8571
"289245",2017-04-10,10310
"289534",2009-01-03,6796
"290002",2011-04-12,8414
"290168",2017-10-20,14853
"290543",2013-03-12,8209
"290967",2012-09-24,10496
"291178",2016-02-12,10801
"291494",2013-03-03,7711
"291639",2010-07-07,8609
"291843",2013-01-30,7328
"291941",2011-06-11,8870
"292049",2003-10-31,8883
"292276",2007-10-13,7430
"292347",2014-12-30,10708
"292648",2008-01-23,6961
"292842",2014-10-13,11047
"293031",2008-08-19,9266
"293075",2013-12-14,7393
"293148",2013-10-14,10782
"293409",2004-05-23,7995
"293915",2004-11-06,7151
"293934",2010-10-01,10752
"294043",2001-02-26,8662
"294120",2005-04-02,6386
"294477",2003-02-18,7886
"294638",2004-10-31,7382
"294695",2004-03-28,7671
"294868",2009-01-18,5804
"294987",2005-10-22,7733
"295011",2007-09-19,8932
"295137",2003-01-16,7160
"295817",2011-09-10,8370
"295934",2005-10-20,10569
"296156",2015-09-30,11991
"296168",2003-04-29,7124
"296504",2009-07-22,8219
"296592",2015-04-23,11802
"296798",2003-02-08,5372
"296856",2002-07-27,6985
"297025",2006-05-26,13347
"297077",2008-08-17,9304
"297102",2012-05-13,9038
"297149",2011-06-08,9759
"297599",2011-06-18,8685
"297750",2005-01-19,7266
"297751",2007-04-02,9920
"297809",2001-06-23,8240
"297825",2008-07-22,0
"297870",2014-08-28,11405
"297882",2006-09-29,11765
"297971",2007-03-25,9548
"298259",2011-03-16,8139
"298715",2001-04-28,6486
"298844",2017-01-08,7813
"298903",2015-04-16,13070
"299037",2004-02-19,7485
"299450",2005-04-26,8362
"299871",2009-12-21,7838
"299943",2005-10-30,7972
"300120",2012-03-27,8687
"300146",2002-10-04,9538
"300194",2005-04-07,9787
"300267",2010-08-31,8044
"300329",2011-09-28,8767
"300350",2012-11-30,10761
"300623",2007-04-25,8451
"300667",2001-10-06,6833
"300779",2001-05-09,8176
"300908",2002-04-09,7231
"300920",2011-08-06,10273
"300975",2010-02-13,6073
"301105",2009-06-08,8642
"301486",2016-07-19,11714
"301512",2008-02-03,5872
"301524",2010-08-13,10822
"301783",2015-10-27,10672
"301862",2013-08-05,10938
"302175",2005-08-15,10494
"302282",2006-08-15,9557
"302444",2010-02-06,5186
"302539",2007-05-13,8586
"302560",2010-07-30,11457
"302579",2010-09-25,8107
"302682",2010-06-09,8919
"303151",2012-04-05,10089
"303244",2008-12-01,11285
"303497",2005-01-04,7976
"303591",2011-12-18,7591
"303657",2008-02-10,5952
"303680",2002-04-18,8140
"303858",2013-01-12,7165
"303906",2001-09-15,5743
"304097",2002-07-31,8502
"304195",2002-02-23,5482
"304303",2012-02-01,7099
"304397",2003-05-27,9095
"304419",2014-07-12,9081
"304880",2009-09-06,7369
"305144",2011-03-17,9034
"305182",2003-05-10,5801
"305232",2012-05-07,11223
"305296",2008-12-31,7437
"305340",2013-08-28,9735
"305611",2008-02-25,7871
"305625",2012-11-05,9640
"306144",2001-12-10,7310
"306184",2015-12-06,8926
"306245",2017-04-07,11979
"306362",2006-09-13,9585
"306446",2016-04-19,10370
"306581",2014-09-24,10029
"306766",2001-11-06,6529
"306789",2007-01-13,7576
"306995",2005-11-12,7280
"307130",2001-01-12,8674
"307148",2003-01-08,7151
"307448",2001-08-05,8495
"307584",2013-03-29,9869
"307715",2011-04-23,7324
"308051",2009-04-21,7536
"308305",2012-01-23,8774
"308540",2006-03-11,7249
"308763",2015-08-18,11951
"308855",2014-04-06,7810
"309248",2014-01-29,7312
"309806",2016-09-17,10490
"309998",2002-10-21,9367
"310124",2003-03-22,6089
"310424",2004-02-24,7090
"310460",2015-12-11,11939
"310489",2006-12-03,7039
"310661",2010-10-18,9973
"310711",2015-01-24,7379
"310871",2009-08-15,7820
"310906",2007-07-27,11115
"311088",2012-02-24,9015
"311534",2004-12-10,9494
"311836",2009-04-09,8955
"312028",2005-06-10,13245
"312126",2004-12-23,7750
"312146",2010-07-08,9126
"312197",2007-06-04,9551
"312377",2010-08-17,9193
"312472",2012-03-25,9770
"313008",2015-08-20,13491
"313009",2002-11-06,7864
"313035",2016-08-16,11903
"313084",2007-04-08,8586
"313294",2005-03-11,9746
"313322",2011-10-15,9143
"313481",2015-08-23,12077
"313541",2011-12-01,9082
"313596",2001-11-25,11550
"313914",2011-10-05,8933
"313974",2016-07-15,14894
"313976",2012-10-14,9175
"314011",2003-01-31,7297
"314032",2011-12-07,8038
"314049",2009-05-05,7754
"314735",2016-01-14,9743
"314772",2004-02-27,8443
"314843",2006-12-14,9385
"314922",2006-09-26,9037
"315287",2014-02-02,6954
"315343",2006-11-25,10300
"315478",2010-01-25,7325
"315709",2001-10-05,10778
"315830",2016-10-30,10610
"315894",2013-04-28,8999
"316041",2002-06-14,9178
"316309",2015-02-26,9863
"316454",2015-05-07,12080
"316606",2015-04-21,10685
"316804",2004-12-17,9103
"317053",2005-02-18,9502
"317185",2010-02-23,6883
"317238",2012-12-25,6892
"317316",2008-03-21,9177
"317819",2012-02-07,7223
"317870",2014-07-05,8128
"317980",2001-09-21,7845
"318075",2001-03-14,7813
"318112",2003-10-15,8154
"318368",2008-08-29,12143
"318427",2009-11-02,8693
"318478",2015-04-09,9197
"318618",2014-06-30,9127
"318824",2003-08-05,8111
"318868",2014-06-09,10724
"318921",2016-08-02,11666
"319045",2002-01-21,7511
"319077",2017-05-12,12693
"319403",2009-09-20,8130
"319414",2009-08-28,10445
"319433",2003-08-13,8388
"319691",2007-08-04,9310
"319756",2014-09-15,10628
"319803",2002-05-11,5760
"319841",2008-10-25,7821
"319878",2016-05-18,11636
"319946",2014-12-06,7508
"320221",2016-10-17,12086
"320339",2004-06-16,8560
"320425",2007-12-30,7620
"320434",2010-08-01,9008
"320490",2004-12-05,6986
"320655",2002-09-30,9201
"321162",2013-01-29,7181
"321248",2013-11-25,8600
"321629",2001-03-09,8849
"321922",2008-04-28,8794
"322066",2009-12-24,6404
"322596",2015-08-13,14316
"322836",2015-08-22,10884
"322976",2016-12-17,7924
"323010",2006-01-11,7623
"323234",2001-06-02,5088
"323238",2001-10-01,7828
"323413",2015-09-07,14392
"323917",2009-09-07,10923
"324162",2013-05-23,11424
"324181",2006-08-16,9905
"324622",2003-07-15,7417
"324721",2006-09-19,8769
"324906",2010-07-01,10269
"325076",2017-05-08,11185
"325205",2006-06-10,8020
"325269",2002-07-14,7751
"325573",2007-10-20,7340
"325686",2016-02-18,9478
"325693",2002-07-04,7017
"325739",2014-07-04,9740
"325901",2009-11-18,7238
"326052",2017-06-20,11788
"326128",2011-02-10,7826
"326233",2012-03-18,8410
"326423",2011-11-23,10122
"326498",2010-07-05,10646
"326513",2006-04-30,8068
"326605",2016-07-23,9601
"326616",2004-11-29,11998
"326724",2016-05-22,11324
"326751",2013-08-12,10999
"326990",2005-09-09,10686
"327013",2005-07-18,10186
"327101",2004-06-17,9439
"327124",2009-03-30,9274
"327325",2003-07-20,7398
"327349",2014-09-06,9716
"327386",2012-10-31,8571
"327564",2002-01-08,6419
"327831",2001-11-22,5171
"327929",2012-11-07,8626
"327989",2002-12-06,9035
"328279",2004-04-02,9008
"328287",2016-02-10,8213
"328545",2012-06-07,11853
"328592",2007-01-01,7787
"328696",2011-11-22,8752
"328762",2015-08-19,12482
"329177",2011-12-23,7998
"329381",2009-09-28,8734
"329427",2013-06-05,10001
"329587",2011-09-16,12022
"329845",2008-10-06,9320
"330136",2004-12-06,8182
"330366",2004-08-02,10020
"330462",2001-02-16,8593
"330487",2001-06-13,8698
"330588",2007-09-07,10030
"330614",2015-09-21,12841
"330846",2010-09-15,8872
"330870",2010-02-27,5788
"331020",2006-05-27,8600
"331089",2006-05-01,9950
"331516",2013-09-06,11293
"331721",2001-08-20,10465
"331750",2016-10-11,10982
"331758",2001-06-22,10710
"331769",2015-10-28,10643
"331776",2009-04-18,6376
"331779",2007-11-01,9349
"331865",2004-10-29,10522
"331921",2013-07-04,9125
"331949",2001-05-30,8702
"332065",2010-04-19,9315
"332235",2006-09-12,8997
"332338",2015-02-12,9244
"332472",2006-11-09,10551
"332545",2006-03-02,8282
"332784",2008-11-16,7170
"332983",2003-04-06,6397
"332995",2005-02-26,6379
"333253",2009-08-18,8529
"333353",2002-09-17,8136
"333491",2016-05-26,14216
"333628",2009-01-26,7542
"333692",2003-04-03,7351
"333754",2014-05-23,14054
"334110",2016-03-23,10119
"334224",2009-03-26,8575
"334250",2011-06-20,10422
"334270",2005-12-27,10885
"334300",2004-12-01,8074
"334663",2004-05-12,7618
"334725",2013-10-25,12325
"334809",2003-06-20,9895
"334883",2006-02-21,8349
"334963",2008-12-02,8839
"335008",2004-01-14,6703
"335066",2003-06-28,6744
"335338",2002-01-29,6380
"335363",2005-01-18,7566
"335457",2009-05-07,8094
"335473",2007-12-27,10690
"335530",2006-12-08,10411
"335599",2005-08-18,9847
"335637",2010-02-07,5914
"335830",2008-07-18,0
"336379",2011-01-18,7680
"336439",2010-12-03,9519
"336448",2013-06-01,8757
"336688",2008-04-15,7979
"336768",2008-04-30,8369
"336914",2016-04-28,12015
"337159",2016-10-27,13475
"337389",2014-08-21,12352
"337390",2009-11-09,8571
"337641",2006-07-30,9071
"337939",2006-12-15,10182
"337985",2014-05-29,11515
"338141",2003-11-18,7436
"338342",2012-02-18,6788
"338484",2011-07-26,9589
"338485",2002-08-16,10111
"338710",2010-04-28,7796
"338719",2010-07-16,12186
"338771",2014-02-03,8284
"338772",2001-07-17,8864
"338776",2008-02-11,7637
"339391",2005-08-20,8094
"339572",2002-04-12,8453
"339766",2011-11-20,8028
"339771",2013-03-02,7090
"339789",2016-08-29,11522
"339944",2015-06-10,11680
"340127",2014-01-12,7629
"340219",2015-08-27,13146
"340281",2001-04-21,6662
"340510",2017-06-18,11550
"340727",2010-01-22,7555
"341056",2010-07-14,9404
"341255",2007-08-13,10156
"341405",2015-12-02,9636
"341450",2009-09-02,7696
"341464",2004-09-09,9824
"341494",2005-12-04,7183
"341555",2007-05-08,8589
"341690",2010-11-21,7452
"341692",2010-07-17,9005
"341775",2013-12-11,8038
"341872",2011-02-07,7905
"341908",2002-04-21,6724
"341990",2016-08-10,11771
"341991",2010-10-19,8511
"342259",2007-02-10,6122
"342524",2005-06-13,10645
"342529",2002-12-18,7400
"342621",2012-02-21,8241
"343001",2009-10-05,9058
"343291",2002-02-11,7124
"343295",2009-04-07,7568
"343693",2011-12-05,8755
"343919",2006-11-05,8905
"343920",2004-08-22,8452
"343957",2004-12-15,8012
"343980",2005-05-08,7901
"343984",2009-07-28,8571
"343995",2012-12-06,9426
"344239",2012-04-27,11033
"344680",2014-01-15,7816
"344744",2002-01-14,6866
"344872",2012-02-09,8359
"345123",2013-08-13,10139
"345129",2005-06-03,10012
"345214",2016-02-27,7753
"345446",2003-09-08,8530
"345464",2009-02-14,5966
"345484",2007-10-11,9650
"345740",2006-11-15,8798
"345956",2015-05-15,14532
"346226",2005-02-27,6911
"346276",2016-11-18,12178
"346357",2017-02-13,9466
"346676",2004-01-05,8780
"346711",2008-02-08,8049
"346763",2002-06-19,8231
"346912",2006-05-25,10307
"347106",2007-09-08,7596
"347174",2008-08-12,9147
"347304",2006-02-18,6040
"347439",2005-07-14,10428
"347522",2002-03-06,6786
"347625",2002-07-15,9111
"347628",2001-07-14,7629
"347701",2013-01-09,6835
"347713",2011-01-29,5617
"347733",2016-09-09,12675
"347827",2007-08-05,8887
"347887",2003-06-24,8984
"348090",2007-11-16,9953
"348483",2015-07-12,11870
"348871",2010-06-11,11481
"348948",2013-12-22,7450
"349028",2016-11-11,13682
"349078",2009-10-03,6815
"349093",2016-08-01,13134
"349234",2006-06-08,10708
"349320",2017-05-24,11541
"349643",2006-08-01,9638
"349716",2009-04-04,6598
"349795",2017-02-15,8561
"349984",2003-05-24,6964
"350045",2003-09-06,6087
"350140",2013-04-07,8059
"350159",2005-06-18,7742
"350378",2009-08-03,9328
"350602",2011-12-24,5924
"350654",2005-06-15,9903
"350672",2011-09-19,10957
"350840",2009-03-22,7770
"351211",2016-07-08,13231
"351376",2006-02-14,7516
"351402",2007-07-30,10753
"351577",2009-04-11,6147
"351784",2016-08-08,12350
"351861",2001-12-21,7575
"351888",2008-09-13,1276
"351952",2008-10-16,9708
"352023",2005-04-29,10158
"352265",2014-06-07,8785
"352657",2015-08-16,11998
"352692",2009-10-11,9005
"352740",2012-03-21,8386
"353213",2003-08-26,7576
"353235",2017-08-28,11271
"353316",2009-04-19,6900
"353394",2012-10-09,9432
"353436",2004-05-13,8806
"353596",2009-02-04,6394
"353598",2013-02-19,8242
"353647",2003-09-29,8790
"353704",2014-02-24,8725
"354120",2017-04-28,12095
"354196",2011-10-09,10191
"354401",2009-02-12,8060
"354519",2015-04-26,10163
"354786",2017-08-14,12512
"354925",2009-01-06,7345
"355363",2006-03-08,8137
"355393",2015-02-11,7881
"355447",2017-10-07,11853
"355580",2007-06-24,8482
"355815",2013-12-23,8298
"355937",2012-07-17,9835
"355970",2010-04-24,6630
"356073",2017-02-21,9673
"356269",2007-11-18,6715
"356293",2017-10-28,9080
"356294",2005-09-10,7589
"356305",2016-06-10,15150
"356323",2008-11-08,6946
"356434",2006-06-16,11427
"356456",2007-09-05,8731
"356471",2007-04-30,9599
"356814",2014-07-03,12458
"356856",2011-08-21,9926
"357341",2007-09-01,9739
"357500",2011-07-30,8787
"357578",2014-01-02,9653
"357654",2006-10-04,8936
"357693",2016-11-30,9660
"358015",2009-02-28,5931
"358025",2012-05-22,10003
"358140",2016-05-16,12558
"358527",2003-06-01,7318
"358854",2005-10-24,9986
"358968",2002-08-31,3597
"359056",2010-01-01,6060
"359109",2007-09-06,8904
"359298",2017-08-18,14667
"359456",2010-03-15,8661
"359481",2001-01-29,8036
"359746",2017-01-18,8511
"359776",2002-06-22,7174
"359984",2003-10-01,7354
"360281",2013-02-03,6717
"360293",2001-10-25,7514
"360601",2004-04-14,8217
"360844",2012-10-22,10432
"360981",2010-03-07,6672
"361039",2002-04-03,7169
"361240",2011-12-30,9962
"361358",2007-05-16,9767
"361421",2014-09-20,8856
"361440",2012-07-31,10047
"361581",2012-10-29,9790
"362030",2001-12-25,4766
"362276",2002-07-18,9546
"362297",2006-09-10,8511
"362379",2011-11-04,11508
"362424",2004-03-22,8553
"362438",2010-03-26,9103
"362622",2001-04-18,8274
"362918",2009-05-22,11075
"363166",2001-11-20,6986
"363320",2004-01-31,5090
"363324",2013-06-20,11661
"363342",2009-07-23,9709
"363414",2007-09-02,8326
"363597",2001-09-16,5315
"363814",2013-01-02,9755
"363864",2004-10-08,12936
"363935",2012-09-29,8909
"364107",2004-03-16,7425
"364584",2008-08-26,8336
"364932",2010-12-25,5418
"364982",2009-07-08,8283
"365105",2009-10-28,7386
"365267",2010-07-13,8683
"365811",2014-08-01,12484
"365889",2006-08-10,9955
"366184",2016-08-26,13470
"366615",2015-05-13,11688
"366648",2007-06-14,10764
"366729",2015-05-24,9274
"366760",2006-05-30,10409
"367078",2003-03-03,7569
"367251",2013-05-28,10691
"367406",2016-01-04,10936
"367459",2005-02-15,7567
"367461",2014-12-07,8269
"367693",2009-11-10,7187
"368014",2009-01-05,8206
"368034",2012-12-21,9588
"368138",2005-08-13,7730
"368546",2008-03-24,9630
"368606",2017-06-26,12523
"369264",2013-02-22,9080
"369622",2008-06-22,8225
"369736",2001-02-23,8836
"369762",2013-05-20,11298
"369781",2007-08-30,10747
"369845",2016-11-06,11255
"369962",2015-04-18,9304
"369976",2010-02-18,7222
"370384",2003-06-19,9157
"370386",2017-08-02,12852
"370654",2004-11-25,7272
"370772",2011-10-22,8599
"370838",2015-04-27,11200
"370974",2013-06-02,9424
"371019",2013-11-23,7652
"371053",2015-09-10,12888
"371099",2004-09-05,7034
"371176",2008-11-07,10544
"371253",2005-02-02,6999
"371337",2002-02-03,5560
"371509",2007-07-07,8187
"371806",2008-02-07,8308
"371834",2010-03-22,8581
"371838",2008-11-04,7961
"371924",2012-08-17,12540
"372053",2008-06-18,9146
"372231",2005-06-30,10125
"372450",2009-06-24,8224
"372649",2015-02-25,9275
"372678",2012-03-15,10385
"372846",2001-07-11,8816
"372928",2005-11-16,8534
"372997",2012-08-18,9362
"373275",2005-01-31,8234
"373627",2009-07-13,9211
"373884",2001-09-26,6607
"373923",2015-05-12,10758
"373924",2005-11-02,8651
"374014",2008-08-28,10116
"374162",2006-02-12,6921
"374189",2004-10-21,9676
"374201",2011-03-23,7845
"374253",2015-03-13,12971
"374652",2017-04-24,11299
"374700",2010-05-08,6752
"374714",2014-10-24,12652
"375028",2013-03-30,6846
"375035",2006-02-09,8528
"375078",2003-06-03,7989
"375432",2011-06-16,11997
"375650",2015-06-29,12126
"375943",2001-03-19,9001
"376013",2001-06-01,9364
"376071",2010-03-03,6742
"376116",2005-07-12,9139
"376141",2012-06-05,10081
"376209",2001-05-19,7550
"376274",2005-07-26,9327
"376340",2010-04-27,7450
"376551",2007-05-27,7856
"376567",2014-06-28,7218
"376700",2011-04-07,9028
"377247",2012-05-19,8713
"377440",2008-10-01,8365
"377668",2010-01-02,6545
"377825",2004-02-11,6655
"377839",2001-12-18,6866
"377853",2010-09-21,8635
"377966",2003-01-14,6919
"378027",2002-09-05,8564
"378132",2004-03-03,6932
"378171",2010-07-21,8997
"378252",2016-06-22,11607
"378510",2009-01-31,5376
"378793",2005-05-16,10225
"379012",2013-12-01,14218
"379144",2005-01-16,6069
"379215",2007-07-31,9793
"379291",2010-08-09,10246
"379397",2014-05-27,10586
"379697",2013-06-14,12636
"379949",2003-01-04,6504
"380154",2007-12-12,7423
"380349",2002-11-23,6095
"380377",2017-11-22,11684
"380514",2014-03-15,8512
"380539",2007-01-28,6908
"380679",2002-02-21,7060
"380983",2009-09-08,9528
"381086",2004-10-26,8284
"381243",2013-07-16,9902
"381269",2016-04-13,10364
"381467",2010-10-21,10652
"381844",2001-03-28,7698
"381895",2005-06-12,9538
"381923",2014-11-08,8099
"382482",2013-02-09,5190
"382606",2015-11-25,12051
"382979",2010-05-21,10209
"383140",2009-04-10,8846
"383177",2003-10-17,10372
"383246",2016-02-08,9522
"383461",2005-07-21,10236
"383561",2002-12-22,5944
"383563",2012-11-21,11272
"383587",2016-01-30,7278
"383817",2017-04-13,12120
"384029",2008-03-07,8668
"384031",2013-04-21,8664
"384075",2005-04-24,7817
"384115",2011-07-05,11670
"384190",2003-06-15,7658
"384554",2007-01-04,9618
"384654",2004-07-08,9268
"385011",2013-10-05,8411
"385044",2008-10-12,8684
"385070",2011-09-06,10728
"385089",2011-10-19,8883
"385181",2004-01-21,6764
"385231",2017-01-11,8751
"385486",2015-01-19,9525
"385638",2007-10-12,11305
"385784",2009-02-01,5958
"385844",2001-01-04,8280
"386126",2006-06-24,8013
"386161",2004-11-10,8925
"386162",2004-02-13,8569
"386483",2016-03-20,9274
"386603",2007-05-30,9235
"386692",2002-02-17,6060
"386861",2009-05-06,7503
"386886",2011-08-30,9225
"386957",2007-07-12,11197
"387274",2007-08-18,8141
"387368",2004-06-21,10185
"387395",2009-06-13,8124
"387465",2009-01-11,6764
"387654",2007-08-07,9226
"387822",2010-08-07,9655
"387935",2012-03-28,8753
"388135",2003-11-13,8462
"388220",2016-07-18,12291
"388301",2010-07-03,8800
"388325",2015-01-18,6991
"388364",2009-06-06,6886
"388734",2002-02-08,7590
"388772",2007-09-25,8137
"388833",2014-02-01,6489
"388943",2002-09-13,9313
"389055",2012-08-09,11674
"389085",2013-09-30,10632
"389131",2010-08-10,9231
"389328",2008-07-30,9667
"389336",2014-01-27,7293
"389429",2015-09-06,10494
"389542",2014-10-27,11163
"389722",2001-02-07,7052
"389861",2016-03-29,10008
"390296",2007-05-14,9971
"390388",2006-01-09,8598
"390527",2006-10-06,12355
"390685",2002-07-08,10154
"391218",2007-02-02,8935
"391413",2012-06-27,10356
"391619",2013-04-25,10199
"391735",2014-08-06,10813
"391981",2007-12-19,8333
"392284",2004-05-29,7545
"392327",2017-03-13,10100
"392402",2010-10-20,8767
"392594",2007-01-30,7388
"392607",2013-11-20,9480
"392637",2010-10-31,8317
"392642",2007-02-28,8002
"392760",2001-06-30,7376
"392911",2008-03-05,7541
"393028",2006-07-11,8784
"393539",2011-04-29,10453
"393602",2010-11-08,9191
"393605",2009-08-27,9641
"393634",2007-05-07,9772
"393645",2001-03-12,8083
"394033",2017-07-03,10438
"394152",2015-12-20,8866
"394153",2005-05-04,8570
"394362",2008-07-27,8501
"394505",2016-12-26,11125
"394510",2012-07-24,9771
"394574",2017-10-26,12534
"394599",2014-12-22,9028
"394646",2007-08-25,7681
"394718",2006-08-23,9578
"394729",2001-06-10,7915
"394741",2014-02-17,10666
"394781",2004-05-02,7315
"394969",2005-10-26,9084
"395040",2004-01-19,7691
"395191",2011-02-22,8137
"395400",2001-02-05,8033
"395577",2003-10-26,7240
"395648",2007-10-04,10207
"395902",2011-07-10,8950
"395911",2016-12-19,9675
"395925",2009-08-22,7646
"396073",2009-10-23,10360
"396155",2015-12-29,12752
"396175",2014-10-21,9334
"396295",2004-01-02,7262
"396414",2005-06-04,6793
"396502",2015-03-25,9659
"396546",2012-04-08,8937
"396691",2016-05-08,10945
"396726",2007-01-07,7409
"396773",2001-07-01,7667
"397687",2006-04-08,7558
"397886",2008-01-07,7794
"397968",2009-05-26,9319
"398368",2011-05-18,8727
