"","date","rides"
"285336",2015-02-01,3927
"285357",2011-02-25,6837
"285671",2010-12-30,5168
"285684",2002-11-03,2700
"285806",2005-09-21,6027
"285823",2002-02-10,2222
"286265",2016-02-08,6216
"286286",2006-11-26,2614
"286300",2008-01-07,5620
"286328",2011-10-13,7002
"286527",2010-10-02,6086
"286548",2011-05-08,10464
"286564",2007-09-30,3853
"286600",2004-04-24,11450
"286651",2015-03-09,6586
"286677",2003-11-29,2834
"286722",2004-11-17,5604
"286865",2017-10-27,6963
"286875",2008-11-15,5777
"287006",2014-11-28,3275
"287225",2007-08-19,9418
"287279",2002-05-23,11173
"287285",2003-10-19,3962
"287410",2008-05-18,9912
"287449",2011-10-10,6649
"287874",2001-06-01,5632
"288094",2001-11-01,5801
"288276",2011-12-30,5078
"288569",2014-10-16,7543
"288855",2004-06-04,13452
"289041",2008-05-08,5767
"289250",2015-04-22,6858
"289266",2015-05-07,7290
"289747",2011-09-22,6999
"290351",2013-09-23,11264
"290360",2011-11-26,3798
"290499",2004-01-20,4716
"290615",2015-01-02,4723
"290623",2007-06-17,10558
"290663",2003-03-13,5392
"290790",2010-12-28,3840
"290966",2017-04-07,7264
"290999",2003-09-27,14939
"291146",2010-05-19,6309
"291429",2015-07-07,19899
"291490",2014-08-13,12487
"291596",2009-08-19,5424
"291676",2013-03-06,6694
"291835",2003-06-27,5918
"292774",2012-01-07,5422
"292979",2005-09-11,3886
"292994",2008-12-12,5452
"293038",2015-10-29,7903
"293115",2015-09-09,7367
"293325",2009-01-13,5263
"293382",2008-06-18,5710
"293574",2007-08-07,5944
"293637",2017-08-22,6213
"293648",2014-10-03,7358
"294154",2017-05-03,13500
"294239",2017-01-11,5984
"294441",2004-05-05,11288
"294651",2014-03-22,5743
"294652",2015-11-09,7170
"294762",2015-07-13,6077
"294795",2011-02-18,6923
"294999",2010-03-20,4392
"295008",2009-08-17,5414
"295016",2004-12-14,4976
"295057",2012-05-19,14870
"295314",2008-04-27,3078
"295333",2011-06-04,8031
"295459",2005-08-19,5949
"295682",2005-02-02,5113
"295938",2008-04-03,12091
"295963",2001-10-12,5786
"296215",2007-01-18,5465
"296356",2013-10-26,7246
"296550",2010-02-17,6075
"296571",2004-05-04,10976
"296582",2013-04-06,6129
"296830",2010-01-07,5667
"296879",2013-10-11,7943
"297153",2008-03-31,13013
"297383",2009-10-21,6436
"297393",2015-10-17,9082
"297552",2002-12-13,5476
"297572",2013-10-01,6988
"297630",2007-12-10,5367
"297838",2006-11-29,5262
"298087",2003-02-28,5262
"298089",2012-04-21,14992
"298149",2016-06-06,6865
"298255",2005-08-27,12297
"298318",2007-11-29,6104
"298326",2012-05-26,6794
"298481",2017-09-13,13702
"298740",2011-05-11,13332
"298868",2006-09-03,9627
"299105",2015-08-27,12877
"299133",2010-02-01,5686
"299698",2015-02-04,6850
"299828",2008-01-06,2859
"299977",2003-12-07,2774
"300220",2016-09-15,14586
"300292",2004-04-16,13374
"300299",2016-11-10,7458
"300322",2004-08-30,4886
"300529",2017-09-20,7058
"300547",2005-02-19,4267
"300849",2001-09-21,5805
"300912",2007-02-06,4850
"301187",2001-07-10,5356
"301296",2014-03-09,4362
"301433",2001-08-17,5475
"301481",2012-02-19,5186
"301945",2011-08-16,6160
"302271",2015-10-05,7089
"302619",2002-12-04,5144
"302766",2016-09-22,7674
"303057",2009-05-21,6114
"303165",2016-12-21,5428
"303351",2016-02-20,5550
"303455",2002-11-13,5427
"303519",2014-02-15,5634
"303653",2013-11-22,7594
"303720",2007-05-05,12373
"303814",2002-09-28,10281
"303924",2003-12-10,5202
"304079",2015-10-14,7970
"304142",2007-06-08,7497
"304153",2016-04-03,4234
"304296",2006-04-06,5950
"304383",2005-02-15,5023
"304411",2015-02-10,6689
"304450",2011-04-06,11360
"304494",2016-09-30,7064
"304537",2004-04-26,5032
"304585",2013-04-15,6291
"304699",2005-11-28,4852
"305394",2011-04-09,6559
"305463",2017-10-15,4183
"305508",2013-01-14,6051
"305606",2009-10-03,11675
"305904",2006-07-15,16139
"305967",2009-04-09,6076
"306133",2014-10-14,6933
"306222",2014-05-03,13938
"306244",2002-06-21,11749
"306363",2015-01-20,6427
"306449",2007-10-06,16258
"307118",2008-01-08,5586
"307196",2017-10-02,6832
"307329",2015-05-20,6944
"307466",2008-10-08,5739
"307686",2011-10-23,5694
"307887",2011-08-08,12053
"307930",2014-01-15,6410
"308069",2014-02-08,5175
"308359",2010-04-02,6705
"308492",2011-05-12,13735
"308576",2013-12-21,4501
"308603",2005-12-28,3840
"308669",2001-12-23,1578
"308769",2012-12-19,5996
"308888",2008-06-11,13896
"309547",2017-02-12,3417
"309840",2010-11-26,2907
"309932",2015-01-05,5833
"309979",2004-10-27,5653
"310034",2006-08-27,4019
"310212",2015-07-06,14597
"310270",2012-03-21,6654
"310315",2013-11-21,7119
"310505",2013-12-18,6225
"310658",2003-08-31,10825
"310682",2016-08-14,14047
"310825",2008-09-26,6430
"310838",2012-06-03,6260
"311001",2005-08-02,5313
"311306",2007-11-13,6062
"311347",2006-12-09,4424
"311403",2006-03-03,5740
"311406",2008-03-21,5461
"311432",2004-05-23,9153
"311446",2013-01-25,6507
"311717",2003-05-02,9480
"311747",2011-06-25,9472
"311867",2008-04-06,10373
"312189",2001-04-04,7605
"312200",2007-09-19,12167
"312233",2003-05-06,10658
"312375",2008-12-22,3785
"312383",2007-09-12,6931
"312495",2015-08-15,7163
"312519",2005-11-01,5727
"312523",2015-08-06,16539
"312747",2015-06-28,20435
"313015",2001-04-27,5512
"313065",2003-12-16,4861
"313108",2001-06-19,5381
"313124",2001-07-14,11382
"313352",2009-07-24,17533
"313495",2013-12-22,3297
"313738",2009-04-24,6801
"313858",2003-04-29,5070
"313885",2002-07-14,9976
"313941",2017-08-23,6424
"314118",2016-05-29,15883
"314257",2016-10-02,4351
"314557",2005-09-02,5941
"314568",2009-10-16,7107
"314816",2004-11-04,5452
"315064",2001-12-05,5318
"315187",2017-10-20,7937
"315209",2005-03-07,4691
"315229",2001-10-31,5648
"315281",2017-11-11,4613
"315297",2008-08-16,5565
"315358",2015-06-26,7240
"315863",2008-10-01,14478
"316038",2003-10-06,6509
"316079",2002-06-19,12869
"316123",2017-10-03,7040
"316178",2008-10-03,9121
"316209",2016-02-26,6766
"316226",2017-08-18,17725
"316227",2003-07-28,5329
"316291",2003-06-18,5199
"316382",2011-01-25,6081
"316607",2001-10-13,3348
"316649",2006-10-25,5847
"316794",2014-06-14,7495
"317136",2004-07-20,13861
"317248",2002-03-25,4731
"317383",2011-12-27,3701
"317384",2010-10-31,7827
"317418",2010-11-04,6781
"317494",2010-04-13,6286
"317726",2006-11-17,6202
"318177",2011-06-02,6629
"318221",2015-02-15,3210
"318266",2015-02-22,3710
"318300",2002-08-18,10082
"318900",2010-02-15,4649
"319147",2011-10-02,5159
"319299",2017-09-02,14462
"319387",2009-02-03,5239
"319630",2007-11-14,6179
"320256",2006-08-21,12412
"320377",2012-07-27,19005
"320553",2002-03-10,2261
"320877",2006-03-20,4931
"320902",2009-05-05,13381
"320977",2002-06-16,6901
"321431",2017-08-24,12008
"321792",2006-01-12,5300
"321809",2010-08-21,16074
"321853",2012-09-23,10624
"322018",2017-10-07,6312
"322071",2006-12-22,4512
"322110",2005-06-19,3243
"322249",2002-03-19,5283
"322312",2010-07-17,17375
"322515",2002-01-24,5267
"322520",2014-10-12,9000
"322536",2002-05-02,5296
"322785",2016-08-30,15319
"323128",2001-08-31,5327
"323383",2007-10-26,6716
"323423",2005-05-06,12745
"324001",2007-08-16,16329
"324017",2016-09-26,7202
"324070",2005-03-23,5158
"324223",2017-05-15,6613
"324305",2014-08-22,15871
"324944",2010-04-18,13356
"325062",2006-12-27,3655
"325138",2008-12-25,569
"325211",2004-03-10,5346
"325362",2010-07-31,6374
"325674",2010-07-09,6783
"325699",2014-03-11,6786
"325954",2016-03-03,6677
"326307",2006-05-15,5018
"326336",2003-03-24,5005
"326349",2017-07-02,5926
"326355",2001-12-31,2929
"326475",2013-09-28,7027
"326532",2017-01-29,3116
"326627",2013-09-09,6541
"326687",2013-04-03,6809
"326789",2008-05-17,11438
"326853",2003-05-25,3655
"326966",2017-02-09,6369
"327000",2017-03-08,6868
"327063",2010-02-21,4121
"327332",2017-02-24,6325
"327537",2005-07-10,3507
"327779",2017-06-30,13589
"328174",2001-06-14,5889
"328181",2012-07-05,6136
"328221",2001-12-02,2706
"328402",2009-12-05,5065
"328779",2008-04-10,5279
"328856",2005-12-19,4558
"328888",2008-04-19,11737
"328950",2006-05-09,5608
"329134",2007-07-29,4612
"329400",2013-02-19,6101
"329544",2013-01-27,3913
"329727",2014-12-25,851
"329796",2001-06-07,12727
"329878",2015-04-18,14286
"329975",2006-07-25,5493
"330118",2003-02-25,4860
"330135",2015-04-10,7004
"330300",2009-02-20,6251
"330489",2008-05-29,12538
"330498",2003-09-08,5467
"331028",2011-05-05,6812
"331065",2001-11-18,2645
"331233",2004-09-16,5661
"331327",2003-06-02,5142
"331410",2013-08-27,6215
"331444",2003-08-17,12003
"331484",2003-03-26,5239
"331563",2014-02-01,5395
"331753",2006-04-02,3955
"331859",2008-09-12,6640
"332145",2002-08-02,10523
"332328",2012-02-16,6826
"332364",2002-01-10,5178
"332417",2014-04-21,9336
"332480",2002-09-05,5654
"332660",2012-01-11,6198
"333019",2009-11-29,2635
"333238",2003-09-12,14906
"333329",2013-10-04,7867
"333457",2005-02-23,6086
"333520",2017-07-26,6828
"333616",2011-05-23,6209
"333854",2004-11-20,4699
"333948",2004-02-06,5129
"334392",2015-03-07,5253
"334749",2004-08-16,4595
"334899",2001-02-10,3113
"334981",2006-10-09,5338
"335082",2015-10-16,8923
"335120",2014-07-30,13048
"335761",2010-07-11,4731
"335850",2011-12-23,4341
"335858",2016-06-07,7237
"335966",2005-11-25,2632
"336034",2011-06-27,12286
"336171",2002-11-20,5422
"336256",2017-04-11,9263
"336394",2006-04-12,11556
"336459",2009-03-17,7036
"336777",2004-06-01,11505
"336845",2007-09-17,12659
"336849",2008-06-22,8690
"336975",2009-04-13,13184
"336993",2003-10-24,6349
"337251",2005-10-21,6263
"337441",2012-02-13,5902
"337639",2017-02-20,5215
"337741",2014-06-20,15856
"338000",2009-11-26,1888
"338044",2006-08-03,15580
"338346",2008-07-30,5644
"338442",2016-10-18,7283
"338507",2007-05-22,5960
"338593",2003-02-22,3443
"338653",2001-01-30,4957
"338808",2015-01-03,3721
"338830",2006-06-16,15417
"338875",2016-05-28,14281
"339025",2017-09-19,7051
"339057",2016-08-21,8345
"339068",2001-12-25,455
"339247",2009-08-14,16257
"339271",2008-02-12,5547
"339274",2005-12-14,5384
"339278",2010-10-18,6580
"339441",2003-08-05,5405
"339447",2010-02-04,6040
"339954",2010-08-09,6395
"340355",2001-03-25,2037
"340380",2001-09-08,10523
"340474",2009-05-26,12713
"340517",2009-09-04,6597
"340866",2010-03-28,3976
"340961",2014-10-05,4521
"341156",2010-02-02,5814
"341236",2004-12-30,3880
"341382",2002-05-10,10305
"341468",2013-07-27,7695
"341539",2013-02-22,6846
"341797",2007-07-28,5982
"341826",2012-11-01,7561
"341985",2013-08-03,18007
"342205",2016-01-21,6680
"342219",2007-06-16,11733
"342331",2009-11-09,5794
"342401",2012-05-28,13770
"342493",2002-01-15,5028
"342697",2006-10-23,5547
"342906",2009-05-13,11264
"342909",2013-11-16,6931
"343015",2009-08-18,5697
"343201",2014-11-25,6505
"343325",2001-08-12,9290
"343492",2014-05-12,6416
"343515",2010-07-30,6948
"343589",2004-11-11,5199
"344048",2003-05-27,10697
"344053",2003-09-18,6049
"344077",2005-02-25,6351
"344291",2008-10-06,5726
"344396",2010-05-23,4684
"344418",2001-10-30,5328
"344493",2016-03-11,7469
"344513",2012-12-30,3934
"344534",2012-02-27,6296
"344555",2008-11-14,6347
"344818",2015-01-17,5479
"344904",2009-07-11,16278
"345225",2013-03-05,6270
"345410",2003-06-01,9086
"345413",2010-11-02,6496
"345884",2014-02-28,6785
"345894",2017-08-25,12531
"345951",2015-01-30,6778
"346058",2014-11-26,5158
"346063",2006-11-05,4043
"346403",2005-01-17,3204
"346539",2006-01-15,3515
"346672",2006-11-08,5716
"346892",2010-03-24,5853
"346969",2017-09-15,16070
"347068",2005-02-21,3957
"347297",2007-10-20,5180
"347608",2001-09-15,3578
"347923",2014-01-31,6794
"348121",2010-10-28,7249
"348233",2010-03-14,5201
"348247",2008-05-09,13807
"348291",2001-05-13,2438
"348350",2003-04-30,4994
"348556",2014-12-23,4404
"348627",2001-11-11,3023
"348641",2017-10-16,7043
"348806",2017-03-16,6891
"349181",2005-11-22,5419
"349341",2015-05-04,6626
"349372",2008-11-03,5714
"349433",2017-05-08,7939
"349557",2001-04-18,8668
"349562",2002-04-13,4471
"349640",2008-01-04,5227
"349717",2002-08-23,5388
"349866",2003-05-30,12262
"349925",2012-10-10,7130
"349978",2014-02-13,6939
"350167",2016-03-10,6786
"350496",2004-08-27,13591
"350619",2010-03-02,5843
"350647",2017-10-12,7389
"350680",2013-07-31,12411
"350799",2005-09-16,13206
"351027",2009-08-21,6223
"351199",2016-05-14,13693
"351396",2001-12-06,5254
"351526",2009-11-25,4940
"351642",2005-05-29,11926
"351647",2017-11-10,6591
"351649",2011-08-15,6014
"351672",2009-08-31,11752
"351761",2002-06-18,12031
"351771",2012-11-24,3943
"351909",2012-01-16,4710
"352024",2015-11-24,6779
"352136",2011-02-20,4453
"352166",2004-12-22,3664
"352276",2002-02-17,2992
"352382",2004-06-24,5157
"352473",2013-03-15,9112
"352587",2003-05-01,5194
"352719",2004-11-29,4758
"352934",2009-08-30,11457
"353088",2011-04-20,14215
"353146",2011-10-03,6677
"353447",2002-04-28,7944
"353764",2005-03-22,5011
"353831",2011-04-16,6992
"354075",2013-11-30,4321
"354744",2004-07-05,3551
"355035",2003-02-24,4810
"355047",2014-05-25,5897
"355074",2011-10-18,6564
"355273",2007-06-22,6721
"355516",2014-10-10,7792
"355573",2017-02-22,6730
"355789",2017-07-10,6084
"355818",2016-01-02,3775
"355819",2014-12-28,2562
"355905",2011-02-06,4771
"355962",2008-02-28,6246
"355991",2005-01-31,4873
"356040",2010-11-25,2159
"356283",2016-09-19,11624
"356290",2009-05-10,3958
"356309",2006-01-25,5348
"356350",2012-03-19,6652
"356458",2017-07-24,27679
"356494",2005-01-25,5271
"356537",2002-08-26,5001
"356693",2009-05-16,13377
"356694",2012-07-21,6884
"357096",2001-12-30,1836
"357217",2003-05-23,5662
"357281",2013-08-15,6960
"357721",2005-04-26,10946
"357804",2011-08-22,12467
"357822",2016-04-09,5467
"357861",2007-05-26,4514
"357871",2003-08-28,5361
"357987",2001-06-28,5461
"358113",2013-02-16,5751
"358114",2012-04-26,7188
"358115",2013-02-06,6508
"358260",2006-06-17,14155
"358645",2014-02-07,6521
"358739",2008-10-29,5811
"358753",2004-07-09,5577
"359505",2009-04-17,15140
"359563",2008-02-19,5556
"359648",2016-05-16,6865
"359794",2005-01-15,2997
"360168",2008-08-20,12608
"360652",2016-04-17,13042
"360786",2012-09-10,6767
"360820",2006-03-06,4869
"360966",2002-12-18,4986
"361072",2005-10-06,6032
"361100",2016-05-03,6755
"361204",2017-02-14,6419
"361313",2010-11-14,5075
"361445",2006-10-13,6754
"361471",2016-06-04,13089
"361674",2004-04-22,5529
"361698",2005-09-01,5719
"362360",2012-09-05,6851
"362849",2012-01-18,6447
"362885",2009-03-14,9600
"362889",2012-12-25,825
"363060",2007-02-11,2469
"363098",2016-11-04,26309
"363111",2007-02-23,6157
"363112",2001-10-27,3524
"363213",2008-02-29,6178
"363289",2012-01-19,6506
"363507",2001-08-24,13990
"363596",2008-07-18,6553
"363908",2015-06-01,6601
"364039",2008-07-25,17040
"364144",2006-10-22,7095
"364203",2015-04-29,11635
"364649",2015-05-24,5252
"364935",2013-12-07,5546
"365383",2016-08-27,10650
"365414",2003-11-12,5393
"365715",2014-02-22,6009
"365745",2003-08-22,5782
"365813",2012-04-11,13027
"365957",2010-05-21,7609
"366029",2007-03-12,5546
"366056",2010-07-14,6024
"366098",2003-06-05,12252
"366481",2009-07-08,15323
"366677",2009-06-28,15792
"366773",2011-05-14,12579
"367038",2008-07-06,4370
"367058",2014-01-03,5492
"367086",2010-08-13,6688
"367526",2005-11-04,6086
"367594",2002-02-20,5255
"367741",2003-01-20,3731
"367762",2013-12-26,2695
"367861",2004-03-29,5241
"368139",2005-10-03,2815
"368192",2006-08-30,5624
"368219",2007-05-11,7230
"368220",2012-06-18,7097
"368245",2011-03-14,6436
"368511",2013-07-08,6455
"368684",2013-04-09,10930
"368827",2010-09-01,11135
"368862",2016-03-21,6104
"369348",2005-02-01,5093
"369358",2011-07-31,11567
"369477",2015-08-31,13132
"369482",2007-05-08,12658
"369624",2011-07-23,15741
"369995",2003-07-12,13030
"370205",2009-12-25,711
"370228",2010-01-22,6151
"370531",2009-10-19,6174
"370562",2006-05-23,5497
"370691",2004-05-11,5208
"371335",2008-07-23,6023
"371368",2005-09-18,10303
"371661",2012-10-01,10621
"371937",2002-06-30,8011
"371944",2016-12-31,4357
"371950",2002-06-03,5324
"372061",2014-02-12,6196
"372746",2001-08-19,2940
"372923",2013-06-12,11479
"373038",2004-10-29,6028
"373117",2001-01-10,4985
"373204",2005-07-25,12237
"373301",2007-09-24,6234
"373419",2009-11-02,5776
"373436",2013-05-02,10932
"373694",2008-10-20,5471
"373704",2008-03-16,4412
"373778",2011-06-29,13954
"373865",2007-08-24,6320
"373902",2010-10-30,7455
"374018",2017-07-16,5393
"374250",2013-12-05,6800
"374326",2002-07-05,4722
"374375",2005-11-26,2940
"374469",2002-07-24,11714
"374520",2004-12-31,4416
"374736",2008-04-26,4139
"374974",2007-12-18,5388
"375052",2009-06-06,6184
"375108",2011-11-28,5916
"375268",2001-11-15,5281
"375618",2007-09-16,4005
"375657",2017-08-27,4858
"375694",2011-08-03,6409
"375776",2013-11-24,4289
"375837",2004-09-09,5965
"375924",2010-12-13,5504
"375925",2012-04-18,7137
"375946",2006-05-28,13851
"376069",2005-02-24,6654
"376189",2012-03-28,7189
"376219",2017-08-15,12410
"376779",2010-09-30,7152
"376978",2004-03-18,5548
"377168",2005-04-13,12071
"377229",2006-06-19,5107
"377472",2003-01-23,4645
"377483",2003-08-10,4948
"377646",2017-06-03,13919
"377787",2013-01-23,6037
"378109",2017-01-05,5475
"378206",2001-02-03,2925
"378321",2016-02-14,3589
"378503",2015-03-26,6530
"378555",2009-04-16,13563
"378760",2017-03-02,6668
"378814",2015-03-27,6611
"378833",2010-05-07,6609
"378841",2002-10-30,5492
"379280",2005-06-10,16306
"379506",2001-11-30,5384
"379682",2013-05-19,12266
"379806",2012-08-06,6714
"379940",2015-11-29,2892
"380054",2007-02-14,5623
"380274",2014-12-12,6967
"380300",2007-03-13,5899
"380565",2016-06-05,12281
"380574",2001-12-22,2335
"380662",2013-05-14,12927
"380724",2011-03-19,6346
"380805",2007-08-01,13353
"380981",2014-01-11,5376
"381061",2010-04-05,6121
"381184",2014-02-09,3873
"381245",2015-06-23,14736
"381454",2014-08-24,11614
"381581",2005-11-13,3774
"381600",2017-05-13,5485
"381831",2007-02-25,2612
"381878",2016-02-05,6435
"381972",2014-09-07,10847
"382043",2013-11-27,5080
"382378",2001-01-02,3937
"382513",2003-12-25,552
"382989",2003-04-13,7534
"383060",2007-07-05,11938
"383191",2013-12-04,6497
"383328",2011-05-03,6439
"383346",2009-06-26,7274
"383813",2001-05-05,9292
"384024",2010-08-24,5676
"384208",2005-09-22,5851
"384532",2006-12-06,5375
"384584",2006-02-03,5796
"384659",2006-06-08,5936
"384880",2012-06-14,18413
"385063",2011-06-03,7441
"385094",2005-06-08,13901
"385338",2011-06-07,6564
"385342",2017-08-07,6361
"385358",2009-06-01,6075
"385457",2013-07-09,12190
"385461",2011-09-26,6533
"385763",2005-06-06,12052
"385951",2003-05-17,3715
"386022",2002-06-01,11251
"386200",2010-05-24,5579
"386282",2001-04-05,6904
"386540",2001-06-09,4744
"386615",2002-01-05,2772
"386656",2009-12-31,4844
"386664",2007-06-07,6559
"386842",2002-01-04,4564
"387007",2003-03-29,3492
"387044",2015-03-05,6680
"387054",2011-11-24,2417
"387066",2006-08-01,11246
"387134",2011-01-04,5691
"387254",2006-10-17,5865
"387350",2016-08-15,6662
"387364",2012-01-14,5498
"387380",2002-12-27,3193
"387576",2006-06-15,15174
"387672",2002-07-03,6708
"387729",2011-06-16,15219
"387735",2009-06-18,14777
"387938",2011-03-07,5954
"388001",2004-01-30,4388
"388415",2007-06-29,16198
"388493",2004-07-13,5146
"388806",2004-01-02,4025
"388883",2001-02-13,5072
"389074",2006-03-10,6340
"389109",2016-10-01,5429
"389122",2005-05-13,5935
"389153",2010-06-07,6221
"389211",2002-10-22,5385
"389318",2013-07-28,5813
"389686",2013-11-11,6184
"390003",2001-03-15,5152
"390057",2007-06-01,14333
"390267",2004-04-25,9415
"390370",2007-08-05,13132
"390615",2011-03-12,9984
"391029",2014-01-12,4429
"391156",2006-03-15,5718
"391162",2008-04-04,12008
"391204",2014-04-29,6653
"391260",2005-12-18,2797
"391597",2010-10-21,7096
"391841",2003-08-30,11860
"392030",2007-04-15,9499
"392121",2012-04-06,7273
"392141",2001-01-01,1227
"392254",2014-03-28,7149
"392392",2016-11-21,6748
"392560",2009-04-02,5967
"392604",2004-11-28,2063
"392689",2009-05-22,6486
"392756",2014-12-03,6677
"393060",2016-06-10,7972
"393294",2014-07-08,6709
"393352",2013-07-30,18006
"393407",2014-06-28,21331
"393548",2002-07-30,11444
"393617",2009-09-26,6917
"393799",2012-09-17,9655
"393914",2005-07-09,5076
"394117",2010-07-08,6528
"394160",2004-11-03,5463
"394192",2009-12-18,5896
"394231",2001-10-29,5199
"394306",2010-09-27,6940
"394571",2016-08-19,7647
"394822",2004-09-20,5394
"395297",2007-12-01,4025
"395317",2007-03-20,5500
"395643",2005-08-24,13413
"395793",2013-05-03,11756
"396217",2008-02-08,6353
"396327",2005-08-09,14093
"396582",2005-12-03,4152
"396627",2017-08-04,17429
"396925",2003-01-24,4616
"397001",2013-01-03,5537
"397014",2016-03-27,2926
"397073",2002-03-18,5390
"397253",2016-04-22,6766
"397565",2004-02-07,3475
"397603",2015-12-29,4380
"397919",2002-09-19,5649
"398052",2014-07-02,6340
"398317",2006-12-20,5061
"398576",2005-01-29,3910
"398640",2010-03-07,3962
"398689",2009-06-12,18690
"398860",2005-01-16,2181
"398980",2017-07-20,6641
"399178",2009-05-20,5892
"399246",2010-06-26,8593
"399411",2002-06-13,5602
"399466",2005-06-26,9810
"399499",2013-02-28,6390
"399535",2006-09-10,3711
"399602",2005-07-01,13870
"399746",2005-03-20,2859
"399875",2005-08-14,9882
"399906",2011-06-30,15417
"399985",2014-02-06,6409
"400035",2017-08-16,14031
"400117",2013-06-26,6360
"400122",2006-12-16,4455
"400683",2003-11-10,5139
"400885",2005-01-21,5436
"400969",2017-08-13,7165
"401011",2006-11-03,6034
"401271",2010-06-05,5699
"401273",2006-07-08,5794
"401570",2013-07-21,8039
"402358",2005-05-11,12617
"402649",2008-04-07,5502
"402734",2013-06-19,6716
"402805",2005-03-04,5405
"402830",2001-05-31,5019
"402875",2002-11-27,4569
"403000",2011-12-02,7267
"403116",2006-02-07,5352
"403232",2007-07-14,14792
"403354",2009-07-02,14384
"403367",2004-09-14,11464
"403433",2002-01-06,2129
"403554",2007-10-30,6338
"403592",2011-06-19,13388
"403601",2012-09-01,13171
"403633",2002-09-11,8428
"403677",2002-03-04,4387
"403680",2002-10-05,4589
"403691",2002-09-14,4557
"403762",2007-05-25,6716
"403778",2016-07-03,4707
"403839",2013-01-02,4979
"403841",2016-11-07,7963
"404637",2009-04-07,5892
"404683",2013-06-08,16128
"404742",2012-09-20,11615
"404789",2011-05-25,11802
"404855",2016-09-08,7124
"405321",2002-05-21,11113
"405360",2014-01-06,2281
"405378",2001-04-01,2706
"405391",2007-04-27,6353
"405545",2004-02-11,5137
"405648",2012-01-21,5739
"405659",2007-05-28,11725
"405770",2017-09-03,13824
"405837",2015-08-07,18301
"405863",2016-01-11,6103
"405874",2016-11-03,21913
"406062",2016-04-20,6663
"406211",2008-06-07,4819
"406284",2003-11-13,5382
"406356",2007-08-22,5817
"406484",2006-06-12,5291
"406608",2002-11-02,3915
"406662",2014-09-24,12303
"406693",2004-02-08,2461
"406699",2005-04-17,3594
"406837",2002-07-11,5483
"407021",2006-09-25,5766
"407111",2007-12-08,4216
"407131",2017-04-01,5198
"407395",2002-01-03,4400
"407689",2006-05-24,5525
"407820",2003-12-23,3633
"408073",2005-11-23,4845
"408147",2002-02-21,6059
"408379",2004-10-07,5974
"408381",2004-09-26,3446
"408415",2003-08-24,3048
"408507",2004-03-04,5188
"408735",2008-11-16,4015
"408823",2016-01-16,4582
"409156",2001-11-08,5459
"409269",2012-12-16,4869
"409347",2007-12-09,2916
"409387",2003-08-15,14816
"409490",2016-01-08,6610
"409645",2011-08-24,11978
"409743",2017-01-15,3386
"409991",2004-07-08,5348
"410113",2011-07-18,14260
"410235",2014-05-14,6884
"410421",2003-04-23,10268
"410832",2004-10-13,5535
"411011",2001-07-01,3359
"411158",2012-02-29,6760
"411444",2005-03-16,5611
"411562",2008-12-02,5218
"411564",2004-05-12,5102
"411734",2013-03-23,6042
"411778",2003-08-11,11923
"411823",2009-01-04,2854
"411986",2003-06-19,5542
"412044",2001-08-18,3857
"412050",2016-11-13,4794
"412265",2015-09-17,7563
"412407",2016-10-19,7351
"412422",2004-02-10,5143
"412433",2001-08-03,5558
"412627",2002-07-18,5276
"412873",2007-08-25,5867
"413129",2006-06-10,4614
"413476",2003-10-21,5703
"413518",2005-10-24,5238
"413539",2004-12-27,2663
"413756",2014-05-31,6892
"413875",2017-02-28,6294
"414041",2012-10-31,8138
"414626",2006-03-22,5312
"415177",2015-02-19,5306
"415321",2007-08-26,4243
"415328",2006-12-01,5713
"415369",2017-06-12,6855
"415409",2009-08-28,13990
"415536",2009-07-31,6917
"415713",2014-01-16,6529
"415760",2008-02-20,6076
"415843",2013-11-28,2321
"415845",2013-02-17,4802
"416503",2006-02-19,2665
"416810",2005-05-26,13190
"416857",2010-09-20,6481
"416902",2014-07-31,15044
"417178",2006-07-05,5426
"417304",2008-10-07,5592
"417383",2007-05-13,2813
"417404",2003-02-27,5224
"417470",2005-10-17,5651
"417499",2005-05-20,13497
"417550",2015-09-07,4125
"417709",2011-05-19,7111
"417939",2010-09-22,12241
"418017",2001-12-08,3929
"418366",2005-08-01,4829
"418431",2002-08-07,5122
"418432",2008-01-24,5525
"418569",2005-01-18,4776
"418593",2005-12-17,3927
"418630",2003-07-05,13057
"418765",2012-02-26,4397
"419153",2007-08-09,6686
"419186",2014-06-17,6607
"419239",2009-10-11,8520
"419418",2006-04-07,14516
"419494",2008-01-25,5336
"419523",2003-02-19,5263
"419610",2016-04-13,13079
"419895",2013-09-14,7653
"419948",2007-07-25,6465
"420174",2006-04-19,5934
"420367",2009-12-07,5501
"420411",2015-10-12,16616
"420581",2012-11-11,5375
"420646",2006-10-14,5132
"420965",2003-07-29,12801
"421421",2001-11-07,5404
"421431",2008-10-31,7977
"421503",2002-04-21,5820
"421605",2014-02-02,4292
"421802",2008-07-10,15796
"422021",2004-10-11,5027
"422118",2001-12-15,3685
"422276",2015-03-21,5330
"422396",2008-01-30,5488
"422413",2009-03-07,4481
"422871",2001-12-10,4946
"422886",2006-07-21,6757
"423147",2002-09-25,9971
"423207",2008-06-10,12746
"423437",2001-01-24,5053
"423880",2006-09-26,10032
"423981",2004-06-05,11791
"424073",2005-08-15,5323
"424167",2007-04-04,5415
"424185",2012-06-23,9882
"424620",2006-12-28,4113
"424801",2016-03-02,6487
